fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2020-09-18,Primeira Liga,2020-21,Famalicao,Benfica,1,5,3,4,1,2,0,0,6,7,3,0,1,1,7.5,5.0,1.36,8.3,4.92,1.41
2020-09-18,Primeira Liga,2020-21,Guimaraes,Belenenses,0,1,7,2,1,4,0,0,1,9,5,0,0,0,1.45,4.33,7.0,1.51,4.31,7.29
2020-09-19,Primeira Liga,2020-21,Nacional,Boavista,3,3,6,4,4,3,0,0,6,10,7,0,1,1,2.55,3.1,2.87,2.6,3.09,3.02
2020-09-19,Primeira Liga,2020-21,Porto,Sp Braga,3,1,5,1,0,0,0,0,4,6,0,0,1,1,1.61,4.0,5.0,1.62,3.95,5.82
2020-09-20,Primeira Liga,2020-21,Santa Clara,Maritimo,2,0,5,6,2,1,0,0,2,11,3,0,0,0,2.1,3.2,3.6,2.29,3.01,3.71
2020-09-20,Primeira Liga,2020-21,Moreirense,Farense,2,0,4,6,2,4,0,1,2,10,6,1,0,0,2.2,3.3,3.3,2.31,3.14,3.48
2020-09-20,Primeira Liga,2020-21,Tondela,Rio Ave,1,1,1,6,1,0,0,0,2,7,1,0,1,0,3.75,3.3,2.0,3.94,3.25,2.09
2020-09-21,Primeira Liga,2020-21,Portimonense,Pacos Ferreira,1,1,4,9,1,1,0,0,2,13,2,0,1,0,2.15,3.2,3.5,2.25,3.24,3.5
2020-09-25,Primeira Liga,2020-21,Sp Braga,Santa Clara,0,1,8,0,2,4,0,0,1,8,6,0,0,0,1.4,4.5,8.0,1.46,4.38,8.45
2020-09-26,Primeira Liga,2020-21,Maritimo,Tondela,2,1,0,8,4,2,1,0,3,8,6,1,1,1,2.2,3.0,3.6,2.31,3.21,3.54
2020-09-26,Primeira Liga,2020-21,Benfica,Moreirense,2,0,10,1,2,0,0,0,2,11,2,0,0,0,1.14,7.5,17.0,1.15,8.61,20.54
2020-09-26,Primeira Liga,2020-21,Boavista,Porto,0,5,3,2,1,0,0,0,5,5,1,0,0,1,7.5,4.33,1.4,,,
2020-09-27,Primeira Liga,2020-21,Farense,Nacional,0,1,11,5,1,4,0,0,1,16,5,0,0,0,2.05,3.3,3.6,2.01,3.45,3.99
2020-09-27,Primeira Liga,2020-21,Gil Vicente,Portimonense,1,0,10,7,2,3,0,0,1,17,5,0,0,0,2.7,3.0,2.75,2.77,3.17,2.85
2020-09-27,Primeira Liga,2020-21,Pacos Ferreira,Sp Lisbon,0,2,4,8,0,0,0,0,2,12,0,0,0,0,3.6,3.2,2.1,3.84,3.15,2.22
2020-09-27,Primeira Liga,2020-21,Rio Ave,Guimaraes,0,0,4,4,2,3,0,0,0,8,5,0,0,0,2.87,3.1,2.55,2.92,3.36,2.58
2020-09-28,Primeira Liga,2020-21,Belenenses,Famalicao,1,2,5,2,3,5,0,0,3,7,8,0,1,1,2.4,3.2,3.0,2.64,3.11,3.06
2020-10-02,Primeira Liga,2020-21,Guimaraes,Pacos Ferreira,1,0,2,7,4,2,0,0,1,9,6,0,0,0,1.7,3.6,5.0,1.78,3.54,5.4
2020-10-02,Primeira Liga,2020-21,Moreirense,Boavista,1,1,5,3,1,1,0,0,2,8,2,0,1,0,2.45,3.0,3.1,2.63,3.16,3.02
2020-10-03,Primeira Liga,2020-21,Santa Clara,Gil Vicente,0,0,8,3,1,3,0,0,0,11,4,0,0,0,2.2,3.0,3.6,2.34,3.11,3.57
