fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2023-08-19,Serie A,2023-24,Empoli,Verona,0,1,2,4,2,2,0,0,1,6,4,0,0,0,2.25,3.2,3.3,2.3,3.3,3.44
2023-08-19,Serie A,2023-24,Frosinone,Napoli,1,3,4,6,3,3,0,0,4,10,6,0,1,1,8.5,5.0,1.36,8.85,5.25,1.37
2023-08-19,Serie A,2023-24,Genoa,Fiorentina,1,4,3,4,2,3,0,0,5,7,5,0,1,1,3.4,3.25,2.2,3.54,3.36,2.23
2023-08-19,Serie A,2023-24,Inter,Monza,2,0,8,3,1,1,0,0,2,11,2,0,0,0,1.4,5.0,7.0,1.39,5.1,8.76
2023-08-20,Serie A,2023-24,Roma,Salernitana,2,2,9,1,0,4,0,0,4,10,4,0,1,1,1.53,4.0,6.5,1.53,4.18,7.16
2023-08-20,Serie A,2023-24,Sassuolo,Atalanta,0,2,7,7,0,0,0,0,2,14,0,0,0,0,3.5,3.4,2.1,3.39,3.63,2.18
2023-08-20,Serie A,2023-24,Lecce,Lazio,2,1,5,2,3,2,0,0,3,7,5,0,1,1,3.6,3.3,2.1,3.87,3.31,2.14
2023-08-20,Serie A,2023-24,Udinese,Juventus,0,3,7,3,1,3,0,0,3,10,4,0,0,1,4.33,3.6,1.83,4.64,3.66,1.85
2023-08-21,Serie A,2023-24,Torino,Cagliari,0,0,8,3,1,1,0,0,0,11,2,0,0,0,1.67,3.75,5.25,1.67,3.86,5.78
2023-08-21,Serie A,2023-24,Bologna,Milan,0,2,3,6,2,2,0,0,2,9,4,0,0,0,4.0,3.4,1.95,4.02,3.52,2.01
2023-08-26,Serie A,2023-24,Verona,Roma,2,1,1,12,1,3,1,0,3,13,4,1,1,1,4.33,3.5,1.83,4.83,3.49,1.87
2023-08-26,Serie A,2023-24,Milan,Torino,4,1,2,1,2,3,0,0,5,3,5,0,1,1,1.65,3.8,5.0,1.69,3.8,5.71
2023-08-26,Serie A,2023-24,Monza,Empoli,2,0,6,5,1,2,0,0,2,11,3,0,0,0,1.91,3.5,4.2,1.95,3.59,4.18
2023-08-26,Serie A,2023-24,Frosinone,Atalanta,2,1,3,7,1,2,0,0,3,10,3,0,1,1,5.0,4.0,1.67,5.04,4.16,1.69
2023-08-27,Serie A,2023-24,Fiorentina,Lecce,2,2,3,3,1,3,0,0,4,6,4,0,1,1,1.57,4.2,5.75,1.64,4.0,5.86
2023-08-27,Serie A,2023-24,Juventus,Bologna,1,1,5,1,2,1,0,0,2,6,3,0,1,0,1.5,4.5,6.0,1.51,4.42,7.08
2023-08-27,Serie A,2023-24,Lazio,Genoa,0,1,15,1,4,2,0,0,1,16,6,0,0,0,1.55,4.0,6.0,1.61,4.23,5.75
2023-08-27,Serie A,2023-24,Napoli,Sassuolo,2,0,12,4,0,1,0,1,2,16,1,1,0,0,1.33,5.5,8.5,1.34,5.87,8.45
2023-08-28,Serie A,2023-24,Salernitana,Udinese,1,1,7,5,4,4,0,0,2,12,8,0,1,0,2.7,3.2,2.63,2.8,3.34,2.69
2023-08-28,Serie A,2023-24,Cagliari,Inter,0,2,4,7,1,1,0,0,2,11,2,0,0,0,7.5,4.5,1.44,6.7,5.01,1.47
2023-09-01,Serie A,2023-24,Sassuolo,Verona,3,1,10,1,1,3,0,0,4,11,4,0,1,1,2.0,3.6,3.75,2.04,3.66,3.84
2023-09-01,Serie A,2023-24,Roma,Milan,1,2,3,5,2,4,0,1,3,8,6,1,1,1,2.8,3.1,2.63,2.88,3.2,2.76
2023-09-02,Serie A,2023-24,Napoli,Lazio,1,2,7,2,1,2,0,0,3,9,3,0,1,1,1.62,4.0,5.5,1.62,4.19,5.73
2023-09-02,Serie A,2023-24,Atalanta,Monza,3,0,7,3,0,3,0,0,3,10,3,0,0,1,1.62,4.0,5.25,1.64,4.27,5.32
2023-09-02,Serie A,2023-24,Udinese,Frosinone,0,0,3,5,2,2,0,0,0,8,4,0,0,0,1.8,3.6,4.5,1.82,3.72,4.74
2023-09-02,Serie A,2023-24,Bologna,Cagliari,2,1,5,2,1,2,0,0,3,7,3,0,1,1,1.7,3.75,5.0,1.75,3.63,5.47
2023-09-03,Serie A,2023-24,Inter,Fiorentina,4,0,1,1,1,1,0,0,4,2,2,0,0,1,1.65,3.8,5.25,1.66,4.16,5.29
2023-09-03,Serie A,2023-24,Torino,Genoa,1,0,4,0,2,5,0,0,1,4,7,0,0,0,2.0,3.3,4.0,2.09,3.31,4.03
2023-09-03,Serie A,2023-24,Empoli,Juventus,0,2,3,7,3,3,0,0,2,10,6,0,0,0,5.25,3.8,1.67,5.43,3.98,1.68
2023-09-03,Serie A,2023-24,Lecce,Salernitana,2,0,6,5,3,3,0,0,2,11,6,0,0,0,2.0,3.3,4.0,2.06,3.4,4.0
2023-09-16,Serie A,2023-24,Juventus,Lazio,3,1,7,9,5,1,0,0,4,16,6,0,1,1,1.91,3.4,4.33,1.94,3.47,4.41
2023-09-16,Serie A,2023-24,Inter,Milan,5,1,5,0,2,2,0,0,6,5,4,0,1,1,2.15,3.5,3.4,2.15,3.57,3.53
2023-09-16,Serie A,2023-24,Genoa,Napoli,2,2,3,1,3,2,0,0,4,4,5,0,1,1,5.5,3.8,1.67,5.41,4.1,1.66
2023-09-17,Serie A,2023-24,Roma,Empoli,7,0,2,6,2,2,0,0,7,8,4,0,0,1,1.44,4.5,7.5,1.43,4.66,8.61
2023-09-17,Serie A,2023-24,Fiorentina,Atalanta,3,2,3,4,1,2,0,0,5,7,3,0,1,1,2.38,3.5,2.88,2.54,3.55,2.84
2023-09-17,Serie A,2023-24,Monza,Lecce,1,1,10,1,6,1,1,1,2,11,7,2,1,0,2.1,3.4,3.5,2.13,3.5,3.66
2023-09-17,Serie A,2023-24,Frosinone,Sassuolo,4,2,5,6,4,2,0,0,6,11,6,0,1,1,2.8,3.4,2.5,2.83,3.52,2.57
2023-09-17,Serie A,2023-24,Cagliari,Udinese,0,0,4,6,2,1,1,0,0,10,3,1,0,0,2.88,3.3,2.5,2.9,3.27,2.65
2023-09-18,Serie A,2023-24,Salernitana,Torino,0,3,1,2,2,2,0,0,3,3,4,0,0,1,3.6,3.25,2.2,3.73,3.27,2.2
2023-09-18,Serie A,2023-24,Verona,Bologna,0,0,3,4,4,2,0,0,0,7,6,0,0,0,3.1,3.3,2.38,3.15,3.39,2.41
2023-09-22,Serie A,2023-24,Salernitana,Frosinone,1,1,8,6,2,2,0,0,2,14,4,0,1,0,2.5,3.2,2.9,2.59,3.3,3.01
2023-09-22,Serie A,2023-24,Lecce,Genoa,1,0,4,3,1,3,0,1,1,7,4,1,0,0,2.45,3.2,3.1,2.49,3.22,3.23
2023-09-23,Serie A,2023-24,Milan,Verona,1,0,2,3,4,2,0,0,1,5,6,0,0,0,1.36,4.75,9.0,1.39,4.95,9.16
2023-09-23,Serie A,2023-24,Sassuolo,Juventus,4,2,6,3,4,2,0,0,6,9,6,0,1,1,4.0,4.0,1.8,4.35,4.03,1.81
2023-09-23,Serie A,2023-24,Lazio,Monza,1,1,1,3,2,2,0,0,2,4,4,0,1,0,1.8,3.8,4.2,1.8,3.94,4.52
2023-09-24,Serie A,2023-24,Torino,Roma,1,1,7,1,0,2,0,0,2,8,2,0,1,0,3.1,2.9,2.6,3.09,3.1,2.62
2023-09-24,Serie A,2023-24,Bologna,Napoli,0,0,5,5,4,5,0,0,0,10,9,0,0,0,3.75,3.6,1.91,3.72,3.66,2.06
2023-09-24,Serie A,2023-24,Empoli,Inter,0,1,3,6,2,2,0,0,1,9,4,0,0,0,9.0,5.25,1.33,9.73,5.6,1.33
2023-09-24,Serie A,2023-24,Atalanta,Cagliari,2,0,7,7,1,2,0,0,2,14,3,0,0,0,1.4,5.0,8.0,1.41,5.11,7.79
2023-09-24,Serie A,2023-24,Udinese,Fiorentina,0,2,10,3,0,1,0,0,2,13,1,0,0,0,3.2,3.5,2.25,3.17,3.45,2.37
2023-09-26,Serie A,2023-24,Juventus,Lecce,1,0,5,1,2,5,0,1,1,6,7,1,0,0,1.5,4.2,7.0,1.52,4.31,7.27
2023-09-27,Serie A,2023-24,Cagliari,Milan,1,3,3,5,3,1,0,0,4,8,4,0,1,1,5.25,3.8,1.67,5.46,3.96,1.68
2023-09-27,Serie A,2023-24,Empoli,Salernitana,1,0,10,2,2,1,0,0,1,12,3,0,0,0,2.3,3.3,3.2,2.41,3.22,3.31
2023-09-27,Serie A,2023-24,Verona,Atalanta,0,1,4,1,2,3,0,0,1,5,5,0,0,0,4.2,3.75,1.83,4.63,3.78,1.82
2023-09-27,Serie A,2023-24,Inter,Sassuolo,1,2,8,6,0,1,0,0,3,14,1,0,1,1,1.33,5.5,8.0,1.32,5.99,9.3
2023-09-27,Serie A,2023-24,Lazio,Torino,2,0,4,2,1,4,0,0,2,6,5,0,0,0,2.15,3.25,3.5,2.17,3.37,3.7
2023-09-27,Serie A,2023-24,Napoli,Udinese,4,1,8,4,1,1,0,0,5,12,2,0,1,1,1.36,5.0,8.5,1.39,5.16,8.46
2023-09-28,Serie A,2023-24,Genoa,Roma,4,1,1,7,4,3,0,0,5,8,7,0,1,1,3.8,3.25,2.05,3.85,3.31,2.14
2023-09-28,Serie A,2023-24,Frosinone,Fiorentina,1,1,8,10,3,3,0,0,2,18,6,0,1,0,3.75,3.6,1.95,3.78,3.67,2.03
2023-09-28,Serie A,2023-24,Monza,Bologna,0,0,7,5,5,3,0,1,0,12,8,1,0,0,2.38,3.3,3.0,2.49,3.35,3.06
2023-09-30,Serie A,2023-24,Lecce,Napoli,0,4,3,7,3,2,0,0,4,10,5,0,0,1,4.75,3.8,1.75,4.84,3.9,1.76
2023-09-30,Serie A,2023-24,Milan,Lazio,2,0,7,1,3,2,0,0,2,8,5,0,0,0,1.73,3.6,5.0,1.78,3.72,5.04
2023-09-30,Serie A,2023-24,Salernitana,Inter,0,4,3,3,2,1,0,0,4,6,3,0,0,1,8.0,4.75,1.4,8.16,4.81,1.43
