fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2022-07-22,First Division A,2022-23,Standard,Gent,2,2,2,12,5,2,1,0,4,14,7,1,1,1
2022-07-23,First Division A,2022-23,Charleroi,Eupen,3,1,2,1,2,1,0,0,4,3,3,0,1,1
2022-07-23,First Division A,2022-23,Kortrijk,Oud-Heverlee Leuven,0,2,6,4,3,0,0,0,2,10,3,0,0,0
2022-07-23,First Division A,2022-23,Waregem,Seraing,2,0,7,0,1,1,0,0,2,7,2,0,0,0
2022-07-23,First Division A,2022-23,St Truiden,St. Gilloise,1,1,0,5,1,4,0,0,2,5,5,0,1,0
2022-07-24,First Division A,2022-23,Anderlecht,Oostende,2,0,7,5,0,4,0,1,2,12,4,1,0,0
2022-07-24,First Division A,2022-23,Westerlo,Cercle Brugge,2,0,3,4,1,5,0,1,2,7,6,1,0,0
2022-07-24,First Division A,2022-23,Club Brugge,Genk,3,2,4,3,1,2,0,0,5,7,3,0,1,1
2022-07-24,First Division A,2022-23,Mechelen,Antwerp,0,2,6,2,1,1,0,0,2,8,2,0,0,0
2022-07-29,First Division A,2022-23,St. Gilloise,Charleroi,1,0,8,4,2,1,0,0,1,12,3,0,0,0
2022-07-30,First Division A,2022-23,Cercle Brugge,Anderlecht,1,0,8,1,0,5,0,1,1,9,5,1,0,0
2022-07-30,First Division A,2022-23,Oostende,Mechelen,2,1,6,9,0,2,1,0,3,15,2,1,1,1
2022-07-30,First Division A,2022-23,Oud-Heverlee Leuven,Westerlo,2,0,5,6,2,3,0,1,2,11,5,1,0,0
2022-07-30,First Division A,2022-23,Gent,St Truiden,1,1,3,6,2,2,0,0,2,9,4,0,1,0
2022-07-31,First Division A,2022-23,Seraing,Kortrijk,0,1,3,4,2,2,1,1,1,7,4,2,0,0
2022-07-31,First Division A,2022-23,Genk,Standard,3,1,7,4,3,4,0,0,4,11,7,0,1,1
2022-07-31,First Division A,2022-23,Eupen,Club Brugge,2,1,5,7,4,2,1,0,3,12,6,1,1,1
2022-07-31,First Division A,2022-23,Antwerp,Waregem,1,0,3,6,2,3,0,1,1,9,5,1,0,0
2022-08-05,First Division A,2022-23,Club Brugge,Waregem,1,1,7,4,2,3,0,0,2,11,5,0,1,0
2022-08-06,First Division A,2022-23,Genk,Eupen,4,2,8,2,0,3,0,1,6,10,3,1,1,1
2022-08-06,First Division A,2022-23,Charleroi,Oostende,1,3,9,5,2,1,0,0,4,14,3,0,1,1
2022-08-06,First Division A,2022-23,Kortrijk,St Truiden,0,0,4,6,0,1,0,0,0,10,1,0,0,0
2022-08-06,First Division A,2022-23,Mechelen,St. Gilloise,3,0,3,5,2,5,0,0,3,8,7,0,0,1
2022-08-07,First Division A,2022-23,Standard,Cercle Brugge,2,0,6,6,1,2,0,0,2,12,3,0,0,0
2022-08-07,First Division A,2022-23,Gent,Westerlo,2,1,10,7,2,0,0,0,3,17,2,0,1,1
2022-08-07,First Division A,2022-23,Anderlecht,Seraing,3,1,2,1,1,1,0,0,4,3,2,0,1,1
2022-08-07,First Division A,2022-23,Antwerp,Oud-Heverlee Leuven,4,2,8,7,2,1,0,0,6,15,3,0,1,1
2022-08-12,First Division A,2022-23,Oostende,Gent,1,3,2,6,3,1,0,0,4,8,4,0,1,1
2022-08-13,First Division A,2022-23,St. Gilloise,Kortrijk,2,1,5,1,0,3,0,0,3,6,3,0,1,1
2022-08-13,First Division A,2022-23,Seraing,Charleroi,0,1,4,6,2,2,0,0,1,10,4,0,0,0
2022-08-13,First Division A,2022-23,Westerlo,Standard,4,2,4,6,2,6,0,1,6,10,8,1,1,1
2022-08-13,First Division A,2022-23,Cercle Brugge,Mechelen,0,0,8,8,1,3,0,0,0,16,4,0,0,0
