fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2020-09-18,Bundesliga,2020-21,Bayern Munich,Schalke 04,8,0,9,2,1,2,0,0,8,11,3,0,0,1
2020-09-19,Bundesliga,2020-21,Ein Frankfurt,Bielefeld,1,1,14,3,2,2,0,0,2,17,4,0,1,0
2020-09-19,Bundesliga,2020-21,FC Koln,Hoffenheim,2,3,1,6,0,0,0,0,5,7,0,0,1,1
2020-09-19,Bundesliga,2020-21,Stuttgart,Freiburg,2,3,7,2,2,2,0,0,5,9,4,0,1,1
2020-09-19,Bundesliga,2020-21,Union Berlin,Augsburg,1,3,8,1,2,0,0,0,4,9,2,0,1,1
2020-09-19,Bundesliga,2020-21,Werder Bremen,Hertha,1,4,7,4,2,0,0,0,5,11,2,0,1,1
2020-09-19,Bundesliga,2020-21,Dortmund,M'gladbach,3,0,1,3,1,1,0,0,3,4,2,0,0,1
2020-09-20,Bundesliga,2020-21,RB Leipzig,Mainz,3,1,7,5,1,2,0,0,4,12,3,0,1,1
2020-09-20,Bundesliga,2020-21,Wolfsburg,Leverkusen,0,0,4,4,1,2,0,0,0,8,3,0,0,0
2020-09-25,Bundesliga,2020-21,Hertha,Ein Frankfurt,1,3,4,3,3,4,0,0,4,7,7,0,1,1
2020-09-26,Bundesliga,2020-21,Schalke 04,Werder Bremen,1,3,8,3,7,2,1,0,4,11,9,1,1,1
2020-09-26,Bundesliga,2020-21,M'gladbach,Union Berlin,1,1,7,5,1,2,0,0,2,12,3,0,1,0
2020-09-26,Bundesliga,2020-21,Mainz,Stuttgart,1,4,3,9,2,4,1,1,5,12,6,2,1,1
2020-09-26,Bundesliga,2020-21,Augsburg,Dortmund,2,0,3,11,3,4,0,0,2,14,7,0,0,0
2020-09-26,Bundesliga,2020-21,Bielefeld,FC Koln,1,0,4,7,3,3,0,0,1,11,6,0,0,0
2020-09-26,Bundesliga,2020-21,Leverkusen,RB Leipzig,1,1,4,1,1,3,0,0,2,5,4,0,1,0
2020-09-27,Bundesliga,2020-21,Hoffenheim,Bayern Munich,4,1,3,5,3,2,0,0,5,8,5,0,1,1
2020-09-27,Bundesliga,2020-21,Freiburg,Wolfsburg,1,1,9,1,0,3,0,0,2,10,3,0,1,0
2020-10-02,Bundesliga,2020-21,Union Berlin,Mainz,4,0,4,2,1,4,0,0,4,6,5,0,0,1
2020-10-03,Bundesliga,2020-21,Werder Bremen,Bielefeld,1,0,2,1,2,2,0,0,1,3,4,0,0,0
2020-10-03,Bundesliga,2020-21,RB Leipzig,Schalke 04,4,0,8,1,1,3,0,0,4,9,4,0,0,1
2020-10-03,Bundesliga,2020-21,Stuttgart,Leverkusen,1,1,7,12,3,2,0,0,2,19,5,0,1,0
2020-10-03,Bundesliga,2020-21,Dortmund,Freiburg,4,0,3,2,1,1,0,0,4,5,2,0,0,1
2020-10-03,Bundesliga,2020-21,Ein Frankfurt,Hoffenheim,2,1,5,7,2,3,0,0,3,12,5,0,1,1
2020-10-03,Bundesliga,2020-21,FC Koln,M'gladbach,1,3,4,10,3,3,0,0,4,14,6,0,1,1
2020-10-04,Bundesliga,2020-21,Wolfsburg,Augsburg,0,0,12,2,0,1,0,0,0,14,1,0,0,0
2020-10-04,Bundesliga,2020-21,Bayern Munich,Hertha,4,3,6,1,3,3,0,0,7,7,6,0,1,1
2020-10-17,Bundesliga,2020-21,Augsburg,RB Leipzig,0,2,5,8,0,1,0,0,2,13,1,0,0,0
2020-10-17,Bundesliga,2020-21,Freiburg,Werder Bremen,1,1,4,4,3,3,0,0,2,8,6,0,1,0
2020-10-17,Bundesliga,2020-21,Hertha,Stuttgart,0,2,6,4,2,2,0,0,2,10,4,0,0,0
2020-10-17,Bundesliga,2020-21,Hoffenheim,Dortmund,0,1,4,6,1,1,0,0,1,10,2,0,0,0
2020-10-17,Bundesliga,2020-21,Mainz,Leverkusen,0,1,6,2,3,1,0,0,1,8,4,0,0,0
2020-10-17,Bundesliga,2020-21,Bielefeld,Bayern Munich,1,4,6,10,1,0,0,1,5,16,1,1,1,1
2020-10-17,Bundesliga,2020-21,M'gladbach,Wolfsburg,1,1,5,4,2,2,0,0,2,9,4,0,1,0
2020-10-18,Bundesliga,2020-21,FC Koln,Ein Frankfurt,1,1,2,8,3,2,0,0,2,10,5,0,1,0
2020-10-18,Bundesliga,2020-21,Schalke 04,Union Berlin,1,1,5,7,3,1,0,0,2,12,4,0,1,0
2020-10-23,Bundesliga,2020-21,Stuttgart,FC Koln,1,1,3,5,2,5,0,0,2,8,7,0,1,0
2020-10-24,Bundesliga,2020-21,Dortmund,Schalke 04,3,0,7,2,0,1,0,0,3,9,1,0,0,1
2020-10-24,Bundesliga,2020-21,Union Berlin,Freiburg,1,1,4,2,1,4,0,0,2,6,5,0,1,0
2020-10-24,Bundesliga,2020-21,Bayern Munich,Ein Frankfurt,5,0,10,2,3,0,0,0,5,12,3,0,0,1
2020-10-24,Bundesliga,2020-21,Mainz,M'gladbach,2,3,3,7,5,3,0,0,5,10,8,0,1,1
2020-10-24,Bundesliga,2020-21,RB Leipzig,Hertha,2,1,7,3,1,4,0,1,3,10,5,1,1,1
2020-10-25,Bundesliga,2020-21,Wolfsburg,Bielefeld,2,1,4,3,2,1,0,0,3,7,3,0,1,1
2020-10-25,Bundesliga,2020-21,Werder Bremen,Hoffenheim,1,1,1,4,2,2,0,0,2,5,4,0,1,0
2020-10-26,Bundesliga,2020-21,Leverkusen,Augsburg,3,1,3,3,1,2,0,0,4,6,3,0,1,1
2020-10-30,Bundesliga,2020-21,Schalke 04,Stuttgart,1,1,3,4,2,2,0,0,2,7,4,0,1,0
2020-10-31,Bundesliga,2020-21,Augsburg,Mainz,3,1,4,1,5,1,0,0,4,5,6,0,1,1
2020-10-31,Bundesliga,2020-21,Bielefeld,Dortmund,0,2,0,12,1,1,0,0,2,12,2,0,0,0
2020-10-31,Bundesliga,2020-21,FC Koln,Bayern Munich,1,2,5,1,1,2,0,0,3,6,3,0,1,1
2020-10-31,Bundesliga,2020-21,M'gladbach,RB Leipzig,1,0,2,4,2,4,0,0,1,6,6,0,0,0
2020-10-31,Bundesliga,2020-21,Ein Frankfurt,Werder Bremen,1,1,5,3,1,3,0,0,2,8,4,0,1,0
2020-11-01,Bundesliga,2020-21,Freiburg,Leverkusen,2,4,4,6,2,2,0,0,6,10,4,0,1,1
2020-11-01,Bundesliga,2020-21,Hertha,Wolfsburg,1,1,8,6,3,1,0,0,2,14,4,0,1,0
2020-11-02,Bundesliga,2020-21,Hoffenheim,Union Berlin,1,3,3,6,1,2,1,0,4,9,3,1,1,1
2020-11-06,Bundesliga,2020-21,Werder Bremen,FC Koln,1,1,1,3,2,2,0,0,2,4,4,0,1,0
2020-11-07,Bundesliga,2020-21,Stuttgart,Ein Frankfurt,2,2,10,8,2,4,0,0,4,18,6,0,1,1
2020-11-07,Bundesliga,2020-21,Union Berlin,Bielefeld,5,0,5,1,0,1,0,0,5,6,1,0,0,1
2020-11-07,Bundesliga,2020-21,Dortmund,Bayern Munich,2,3,4,3,2,2,0,0,5,7,4,0,1,1
2020-11-07,Bundesliga,2020-21,RB Leipzig,Freiburg,3,0,3,4,2,3,0,0,3,7,5,0,0,1
2020-11-07,Bundesliga,2020-21,Augsburg,Hertha,0,3,2,6,3,0,0,0,3,8,3,0,0,1
2020-11-07,Bundesliga,2020-21,Mainz,Schalke 04,2,2,4,9,1,1,0,0,4,13,2,0,1,1
2020-11-08,Bundesliga,2020-21,Wolfsburg,Hoffenheim,2,1,3,7,1,3,0,0,3,10,4,0,1,1
2020-11-08,Bundesliga,2020-21,Leverkusen,M'gladbach,4,3,6,2,4,2,0,0,7,8,6,0,1,1
2020-11-21,Bundesliga,2020-21,Hertha,Dortmund,2,5,4,3,1,1,0,0,7,7,2,0,1,1
2020-11-21,Bundesliga,2020-21,Ein Frankfurt,RB Leipzig,1,1,5,6,3,2,0,0,2,11,5,0,1,0
2020-11-21,Bundesliga,2020-21,M'gladbach,Augsburg,1,1,2,1,1,4,0,1,2,3,5,1,1,0
2020-11-21,Bundesliga,2020-21,Schalke 04,Wolfsburg,0,2,6,4,0,1,0,0,2,10,1,0,0,0
2020-11-21,Bundesliga,2020-21,Bielefeld,Leverkusen,1,2,0,10,0,1,0,0,3,10,1,0,1,1
2020-11-21,Bundesliga,2020-21,Bayern Munich,Werder Bremen,1,1,7,3,1,3,0,0,2,10,4,0,1,0
2020-11-21,Bundesliga,2020-21,Hoffenheim,Stuttgart,3,3,3,4,3,2,0,0,6,7,5,0,1,1
2020-11-22,Bundesliga,2020-21,Freiburg,Mainz,1,3,9,4,0,1,0,0,4,13,1,0,1,1
2020-11-22,Bundesliga,2020-21,FC Koln,Union Berlin,1,2,5,4,1,2,0,0,3,9,3,0,1,1
2020-11-27,Bundesliga,2020-21,Wolfsburg,Werder Bremen,5,3,0,5,2,3,0,1,8,5,5,1,1,1
2020-11-28,Bundesliga,2020-21,Union Berlin,Ein Frankfurt,3,3,4,5,2,3,0,0,6,9,5,0,1,1
2020-11-28,Bundesliga,2020-21,M'gladbach,Schalke 04,4,1,5,4,2,3,0,0,5,9,5,0,1,1
2020-11-28,Bundesliga,2020-21,Stuttgart,Bayern Munich,1,3,4,3,0,0,0,0,4,7,0,0,1,1
2020-11-28,Bundesliga,2020-21,Dortmund,FC Koln,1,2,6,2,1,2,0,0,3,8,3,0,1,1
2020-11-28,Bundesliga,2020-21,RB Leipzig,Bielefeld,2,1,6,7,2,2,0,0,3,13,4,0,1,1
2020-11-28,Bundesliga,2020-21,Augsburg,Freiburg,1,1,4,1,3,1,0,0,2,5,4,0,1,0
2020-11-29,Bundesliga,2020-21,Leverkusen,Hertha,0,0,6,1,2,1,0,0,0,7,3,0,0,0
