fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2025-08-22,Bundesliga,2025-26,Bayern Munich,RB Leipzig,6,0,5,5,4,1,0,0,6,10,5,0,0,1
2025-08-23,Bundesliga,2025-26,Ein Frankfurt,Werder Bremen,4,1,7,1,1,3,0,0,5,8,4,0,1,1
2025-08-23,Bundesliga,2025-26,Freiburg,Augsburg,1,3,5,5,4,5,0,0,4,10,9,0,1,1
2025-08-23,Bundesliga,2025-26,Heidenheim,Wolfsburg,1,3,2,5,2,3,0,0,4,7,5,0,1,1
2025-08-23,Bundesliga,2025-26,Leverkusen,Hoffenheim,1,2,6,4,0,4,0,0,3,10,4,0,1,1
2025-08-23,Bundesliga,2025-26,Union Berlin,Stuttgart,2,1,5,11,4,4,0,0,3,16,8,0,1,1
2025-08-23,Bundesliga,2025-26,St Pauli,Dortmund,3,3,5,2,2,3,0,1,6,7,5,1,1,1
2025-08-24,Bundesliga,2025-26,Mainz,FC Koln,0,1,8,3,0,2,1,0,1,11,2,1,0,0
2025-08-24,Bundesliga,2025-26,M'gladbach,Hamburg,0,0,7,6,2,1,0,0,0,13,3,0,0,0
2025-08-29,Bundesliga,2025-26,Hamburg,St Pauli,0,2,2,5,3,3,1,0,2,7,6,1,0,0
2025-08-30,Bundesliga,2025-26,Werder Bremen,Leverkusen,3,3,3,7,4,3,1,0,6,10,7,1,1,1
2025-08-30,Bundesliga,2025-26,Stuttgart,M'gladbach,1,0,6,10,2,1,0,0,1,16,3,0,0,0
2025-08-30,Bundesliga,2025-26,Augsburg,Bayern Munich,2,3,7,5,3,4,0,0,5,12,7,0,1,1
2025-08-30,Bundesliga,2025-26,Hoffenheim,Ein Frankfurt,1,3,4,5,2,3,0,0,4,9,5,0,1,1
2025-08-30,Bundesliga,2025-26,RB Leipzig,Heidenheim,2,0,4,3,2,5,0,0,2,7,7,0,0,0
2025-08-31,Bundesliga,2025-26,Wolfsburg,Mainz,1,1,3,10,3,5,1,0,2,13,8,1,1,0
2025-08-31,Bundesliga,2025-26,Dortmund,Union Berlin,3,0,4,6,0,0,0,0,3,10,0,0,0,1
2025-08-31,Bundesliga,2025-26,FC Koln,Freiburg,4,1,3,5,2,1,0,0,5,8,3,0,1,1
2025-09-12,Bundesliga,2025-26,Leverkusen,Ein Frankfurt,3,1,4,8,5,3,2,0,4,12,8,2,1,1
2025-09-13,Bundesliga,2025-26,Bayern Munich,Hamburg,5,0,5,3,2,2,0,0,5,8,4,0,0,1
2025-09-13,Bundesliga,2025-26,Wolfsburg,FC Koln,3,3,7,4,2,3,0,0,6,11,5,0,1,1
2025-09-13,Bundesliga,2025-26,Union Berlin,Hoffenheim,2,4,9,2,1,1,1,0,6,11,2,1,1,1
2025-09-13,Bundesliga,2025-26,Mainz,RB Leipzig,0,1,3,5,1,0,0,0,1,8,1,0,0,0
2025-09-13,Bundesliga,2025-26,Freiburg,Stuttgart,3,1,7,1,1,1,1,0,4,8,2,1,1,1
