fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2023-08-11,Eredivisie,2023-24,Volendam,Vitesse,1,2,3,7,3,1,1,0,3,10,4,1,1,1
2023-08-12,Eredivisie,2023-24,PSV Eindhoven,Utrecht,2,0,4,2,2,1,0,0,2,6,3,0,0,0
2023-08-12,Eredivisie,2023-24,Heerenveen,Waalwijk,3,1,7,2,0,1,0,0,4,9,1,0,1,1
2023-08-12,Eredivisie,2023-24,Ajax,Heracles,4,1,13,4,2,5,0,0,5,17,7,0,1,1
2023-08-12,Eredivisie,2023-24,Zwolle,Sparta Rotterdam,1,2,7,1,2,4,0,0,3,8,6,0,1,1
2023-08-13,Eredivisie,2023-24,Nijmegen,Excelsior,3,4,2,7,1,2,0,0,7,9,3,0,1,1
2023-08-13,Eredivisie,2023-24,AZ Alkmaar,Go Ahead Eagles,5,1,5,4,2,3,0,0,6,9,5,0,1,1
2023-08-13,Eredivisie,2023-24,Feyenoord,For Sittard,0,0,8,3,0,6,1,0,0,11,6,1,0,0
2023-08-13,Eredivisie,2023-24,Almere City,Twente,1,4,2,11,4,0,1,0,5,13,4,1,1,1
2023-08-18,Eredivisie,2023-24,Heracles,Nijmegen,2,1,5,9,2,2,0,0,3,14,4,0,1,1
2023-08-19,Eredivisie,2023-24,Excelsior,Ajax,2,2,4,10,0,0,0,0,4,14,0,0,1,1
2023-08-19,Eredivisie,2023-24,Vitesse,PSV Eindhoven,1,3,4,7,0,1,0,0,4,11,1,0,1,1
2023-08-19,Eredivisie,2023-24,For Sittard,Almere City,2,1,5,6,3,2,0,0,3,11,5,0,1,1
2023-08-19,Eredivisie,2023-24,Go Ahead Eagles,Volendam,4,1,4,12,1,3,1,0,5,16,4,1,1,1
2023-08-20,Eredivisie,2023-24,Waalwijk,AZ Alkmaar,1,3,1,10,2,1,0,0,4,11,3,0,1,1
2023-08-20,Eredivisie,2023-24,Twente,Zwolle,3,1,8,3,2,5,0,0,4,11,7,0,1,1
2023-08-20,Eredivisie,2023-24,Utrecht,Heerenveen,0,2,9,2,0,1,0,0,2,11,1,0,0,0
2023-08-20,Eredivisie,2023-24,Sparta Rotterdam,Feyenoord,2,2,3,12,2,0,0,0,4,15,2,0,1,1
2023-08-26,Eredivisie,2023-24,Nijmegen,Waalwijk,3,0,2,4,1,2,0,0,3,6,3,0,0,1
2023-08-26,Eredivisie,2023-24,Excelsior,For Sittard,2,2,0,6,1,1,0,0,4,6,2,0,1,1
2023-08-27,Eredivisie,2023-24,Zwolle,Utrecht,1,0,2,8,2,3,0,0,1,10,5,0,0,0
2023-08-27,Eredivisie,2023-24,Feyenoord,Almere City,6,1,8,2,0,1,0,0,7,10,1,0,1,1
2023-08-27,Eredivisie,2023-24,Heerenveen,Sparta Rotterdam,1,3,6,7,0,0,1,0,4,13,0,1,1,1
2023-09-01,Eredivisie,2023-24,Sparta Rotterdam,Nijmegen,1,1,10,1,1,4,0,0,2,11,5,0,1,0
2023-09-02,Eredivisie,2023-24,Almere City,Zwolle,1,2,7,4,3,4,0,1,3,11,7,1,1,1
2023-09-02,Eredivisie,2023-24,Go Ahead Eagles,Heerenveen,3,2,9,8,3,0,0,1,5,17,3,1,1,1
2023-09-02,Eredivisie,2023-24,Waalwijk,PSV Eindhoven,0,4,4,8,0,0,0,0,4,12,0,0,0,1
2023-09-02,Eredivisie,2023-24,Heracles,Excelsior,3,1,8,1,1,4,0,1,4,9,5,1,1,1
2023-09-03,Eredivisie,2023-24,Utrecht,Feyenoord,1,5,5,8,1,0,0,0,6,13,1,0,1,1
2023-09-03,Eredivisie,2023-24,For Sittard,Ajax,0,0,3,7,3,2,0,0,0,10,5,0,0,0
2023-09-03,Eredivisie,2023-24,Volendam,Twente,0,2,1,5,1,2,0,0,2,6,3,0,0,0
2023-09-03,Eredivisie,2023-24,Vitesse,AZ Alkmaar,0,2,0,9,3,0,0,0,2,9,3,0,0,0
