fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2024-08-16,Ligue 1,2024-25,Le Havre,Paris SG,1,4,2,8,3,0,0,0,5,10,3,0,1,1
2024-08-17,Ligue 1,2024-25,Brest,Marseille,1,5,5,0,4,1,0,0,6,5,5,0,1,1
2024-08-17,Ligue 1,2024-25,Reims,Lille,0,2,0,8,2,2,1,0,2,8,4,1,0,0
2024-08-17,Ligue 1,2024-25,Monaco,St Etienne,1,0,5,4,1,1,0,0,1,9,2,0,0,0
2024-08-18,Ligue 1,2024-25,Auxerre,Nice,2,1,3,5,0,0,0,0,3,8,0,0,1,1
2024-08-18,Ligue 1,2024-25,Angers,Lens,0,1,7,3,1,0,0,0,1,10,1,0,0,0
2024-08-18,Ligue 1,2024-25,Montpellier,Strasbourg,1,1,6,4,4,3,0,0,2,10,7,0,1,0
2024-08-18,Ligue 1,2024-25,Toulouse,Nantes,0,0,10,5,1,3,0,0,0,15,4,0,0,0
2024-08-18,Ligue 1,2024-25,Rennes,Lyon,3,0,7,7,2,1,0,0,3,14,3,0,0,1
2024-08-23,Ligue 1,2024-25,Paris SG,Montpellier,6,0,10,2,1,4,0,0,6,12,5,0,0,1
2024-08-24,Ligue 1,2024-25,Lyon,Monaco,0,2,0,6,0,0,0,1,2,6,0,1,0,0
2024-08-24,Ligue 1,2024-25,Lille,Angers,2,0,3,2,1,2,0,0,2,5,3,0,0,0
2024-08-24,Ligue 1,2024-25,St Etienne,Le Havre,0,2,2,4,3,3,0,0,2,6,6,0,0,0
2024-08-25,Ligue 1,2024-25,Strasbourg,Rennes,3,1,2,5,2,4,0,0,4,7,6,0,1,1
2024-08-25,Ligue 1,2024-25,Nice,Toulouse,1,1,4,4,4,1,0,0,2,8,5,0,1,0
2024-08-25,Ligue 1,2024-25,Marseille,Reims,2,2,2,4,1,1,0,0,4,6,2,0,1,1
2024-08-25,Ligue 1,2024-25,Lens,Brest,2,0,5,2,0,0,1,0,2,7,0,1,0,0
2024-08-25,Ligue 1,2024-25,Nantes,Auxerre,2,0,3,12,0,0,0,1,2,15,0,1,0,0
2024-08-30,Ligue 1,2024-25,Lyon,Strasbourg,4,3,9,2,3,2,0,0,7,11,5,0,1,1
