fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2023-07-28,First Division A,2023-24,St. Gilloise,Anderlecht,2,0,3,3,5,3,0,0,2,6,8,0,0,0,2.1,3.3,3.2,2.22,3.63,3.24
2023-07-29,First Division A,2023-24,Eupen,Westerlo,2,2,1,4,1,0,0,0,4,5,1,0,1,1,3.4,3.3,2.05,3.56,3.56,2.12
2023-07-29,First Division A,2023-24,Charleroi,Oud-Heverlee Leuven,1,1,2,6,3,1,1,0,2,8,4,1,1,0,1.95,3.5,3.5,2.03,3.73,3.65
2023-07-29,First Division A,2023-24,RWD Molenbeek,Genk,0,4,2,6,1,0,0,0,4,8,1,0,0,1,3.5,3.6,1.85,3.67,3.9,1.98
2023-07-30,First Division A,2023-24,Antwerp,Cercle Brugge,1,0,7,7,0,2,0,0,1,14,2,0,0,0,1.75,3.5,4.2,1.85,3.6,4.36
2023-07-30,First Division A,2023-24,Gent,Kortrijk,3,2,7,5,1,4,0,0,5,12,5,0,1,1,1.33,4.75,8.0,1.33,5.51,8.63
2023-07-30,First Division A,2023-24,Club Brugge,Mechelen,1,1,4,3,2,2,1,0,2,7,4,1,1,0,1.45,4.5,5.25,1.47,4.68,6.33
2023-07-30,First Division A,2023-24,St Truiden,Standard,1,0,3,2,1,1,0,0,1,5,2,0,0,0,2.63,3.2,2.63,2.71,3.27,2.71
2023-08-04,First Division A,2023-24,Standard,St. Gilloise,0,1,2,13,4,1,1,0,1,15,5,1,0,0,3.75,3.6,1.91,3.87,3.67,1.98
2023-08-05,First Division A,2023-24,Oud-Heverlee Leuven,RWD Molenbeek,1,2,15,6,4,1,0,0,3,21,5,0,1,1,1.75,4.0,4.2,1.82,4.01,4.23
