fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2022-10-30,Super League Greece,2022-23,Olympiakos,Lamia,2,0,5,4,2,9,0,0
2022-10-30,Super League Greece,2022-23,Levadeiakos,Atromitos,2,1,4,9,3,13,1,1
2022-10-30,Super League Greece,2022-23,AEK,PAOK,2,0,8,5,2,13,0,0
2022-10-30,Super League Greece,2022-23,Aris,OFI Crete,1,1,5,1,2,6,1,0
2022-10-31,Super League Greece,2022-23,Giannina,Asteras Tripolis,2,1,6,6,3,12,1,1
2022-11-05,Super League Greece,2022-23,Lamia,Volos NFC,2,2,4,7,4,11,1,1
2022-11-05,Super League Greece,2022-23,OFI Crete,Ionikos,0,2,6,4,2,10,0,0
2022-11-05,Super League Greece,2022-23,Atromitos,Aris,0,0,5,7,0,12,0,0
2022-11-05,Super League Greece,2022-23,PAOK,Giannina,2,0,5,6,2,11,0,0
2022-11-06,Super League Greece,2022-23,Asteras Tripolis,AEK,1,1,2,4,2,6,1,0
2022-11-06,Super League Greece,2022-23,Panetolikos,Levadeiakos,0,0,4,11,0,15,0,0
2022-11-06,Super League Greece,2022-23,Panathinaikos,Olympiakos,1,1,5,7,2,12,1,0
2022-11-08,Super League Greece,2022-23,Aris,Lamia,5,0,8,3,5,11,0,1
2022-11-09,Super League Greece,2022-23,Panetolikos,Panathinaikos,0,1,3,6,1,9,0,0
2022-11-09,Super League Greece,2022-23,Atromitos,Asteras Tripolis,2,0,2,3,2,5,0,0
2022-11-09,Super League Greece,2022-23,AEK,OFI Crete,3,0,11,5,3,16,0,1
2022-11-09,Super League Greece,2022-23,Levadeiakos,Olympiakos,0,1,5,4,1,9,0,0
2022-11-10,Super League Greece,2022-23,Volos NFC,Giannina,2,1,9,3,3,12,1,1
2022-11-10,Super League Greece,2022-23,Ionikos,PAOK,0,3,4,2,3,6,0,1
2022-11-13,Super League Greece,2022-23,PAOK,Volos NFC,3,0,3,2,3,5,0,1
2022-11-13,Super League Greece,2022-23,Giannina,Aris,0,4,4,4,4,8,0,1
2022-11-13,Super League Greece,2022-23,Panathinaikos,Atromitos,2,0,6,0,2,6,0,0
2022-11-13,Super League Greece,2022-23,Lamia,Panetolikos,1,3,3,4,4,7,1,1
2022-11-13,Super League Greece,2022-23,Olympiakos,AEK,0,0,3,7,0,10,0,0
2022-11-14,Super League Greece,2022-23,OFI Crete,Levadeiakos,2,1,5,1,3,6,1,1
2022-11-14,Super League Greece,2022-23,Asteras Tripolis,Ionikos,1,0,5,4,1,9,0,0
2022-12-21,Super League Greece,2022-23,Levadeiakos,Aris,1,1,2,5,2,7,1,0
2022-12-21,Super League Greece,2022-23,AEK,Lamia,3,0,5,0,3,5,0,1
2022-12-21,Super League Greece,2022-23,Asteras Tripolis,Volos NFC,0,0,4,3,0,7,0,0
2022-12-21,Super League Greece,2022-23,Giannina,Olympiakos,2,2,6,2,4,8,1,1
2022-12-21,Super League Greece,2022-23,Ionikos,Panathinaikos,1,1,4,5,2,9,1,0
2022-12-22,Super League Greece,2022-23,OFI Crete,Atromitos,0,1,7,0,1,7,0,0
2022-12-22,Super League Greece,2022-23,Panetolikos,PAOK,0,2,3,3,2,6,0,0
2022-12-28,Super League Greece,2022-23,Levadeiakos,Ionikos,1,0,5,3,1,8,0,0
2022-12-28,Super League Greece,2022-23,Olympiakos,Asteras Tripolis,5,0,6,0,5,6,0,1
2022-12-28,Super League Greece,2022-23,Volos NFC,AEK,0,4,8,8,4,16,0,1
2022-12-28,Super League Greece,2022-23,Atromitos,PAOK,1,1,3,11,2,14,1,0
2022-12-28,Super League Greece,2022-23,Panathinaikos,OFI Crete,1,1,13,0,2,13,1,0
2022-12-29,Super League Greece,2022-23,Aris,Panetolikos,1,0,6,2,1,8,0,0
2022-12-29,Super League Greece,2022-23,Lamia,Giannina,1,1,5,2,2,7,1,0
2023-01-03,Super League Greece,2022-23,Ionikos,Olympiakos,0,2,1,8,2,9,0,0
2023-01-03,Super League Greece,2022-23,Giannina,AEK,2,1,0,6,3,6,1,1
2023-01-03,Super League Greece,2022-23,OFI Crete,Volos NFC,0,0,8,1,0,9,0,0
2023-01-03,Super League Greece,2022-23,Levadeiakos,Panathinaikos,0,1,4,5,1,9,0,0
2023-01-04,Super League Greece,2022-23,Asteras Tripolis,Lamia,3,0,3,2,3,5,0,1
