fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2025-08-15,Ligue 1,2025-26,Rennes,Marseille,1,0,1,12,2,3,1,0,1,13,5,1,0,0
2025-08-16,Ligue 1,2025-26,Lens,Lyon,0,1,13,8,2,3,0,0,1,21,5,0,0,0
2025-08-16,Ligue 1,2025-26,Monaco,Le Havre,3,1,5,4,0,1,0,0,4,9,1,0,1,1
2025-08-16,Ligue 1,2025-26,Nice,Toulouse,0,1,9,4,2,3,0,0,1,13,5,0,0,0
2025-08-17,Ligue 1,2025-26,Brest,Lille,3,3,2,2,2,1,0,0,6,4,3,0,1,1
2025-08-17,Ligue 1,2025-26,Angers,Paris FC,1,0,3,7,2,1,1,0,1,10,3,1,0,0
2025-08-17,Ligue 1,2025-26,Auxerre,Lorient,1,0,4,5,3,2,0,0,1,9,5,0,0,0
2025-08-17,Ligue 1,2025-26,Metz,Strasbourg,0,1,3,3,2,2,0,0,1,6,4,0,0,0
2025-08-17,Ligue 1,2025-26,Nantes,Paris SG,0,1,2,7,1,1,0,0,1,9,2,0,0,0
2025-08-22,Ligue 1,2025-26,Paris SG,Angers,1,0,12,0,0,0,0,0,1,12,0,0,0,0
2025-08-23,Ligue 1,2025-26,Marseille,Paris FC,5,2,5,2,1,0,0,0,7,7,1,0,1,1
2025-08-23,Ligue 1,2025-26,Nice,Auxerre,3,1,5,4,2,2,0,1,4,9,4,1,1,1
2025-08-23,Ligue 1,2025-26,Lyon,Metz,3,0,4,3,0,2,0,0,3,7,2,0,0,1
2025-08-24,Ligue 1,2025-26,Lille,Monaco,1,0,8,3,1,2,0,0,1,11,3,0,0,0
2025-08-24,Ligue 1,2025-26,Toulouse,Brest,2,0,3,9,0,1,0,0,2,12,1,0,0,0
2025-08-24,Ligue 1,2025-26,Lorient,Rennes,4,0,3,2,6,0,0,2,4,5,6,2,0,1
2025-08-24,Ligue 1,2025-26,Le Havre,Lens,1,2,7,0,3,1,0,0,3,7,4,0,1,1
2025-08-24,Ligue 1,2025-26,Strasbourg,Nantes,1,0,7,6,2,2,0,0,1,13,4,0,0,0
2025-08-29,Ligue 1,2025-26,Lens,Brest,3,1,15,1,1,3,0,1,4,16,4,1,1,1
2025-08-30,Ligue 1,2025-26,Lorient,Lille,1,7,3,8,3,3,0,0,8,11,6,0,1,1
2025-08-30,Ligue 1,2025-26,Nantes,Auxerre,1,0,3,9,1,3,0,0,1,12,4,0,0,0
2025-08-30,Ligue 1,2025-26,Toulouse,Paris SG,3,6,5,7,1,0,0,0,9,12,1,0,1,1
2025-08-31,Ligue 1,2025-26,Lyon,Marseille,1,0,9,4,2,2,0,1,1,13,4,1,0,0
2025-08-31,Ligue 1,2025-26,Angers,Rennes,1,1,1,7,2,2,0,0,2,8,4,0,1,0
2025-08-31,Ligue 1,2025-26,Le Havre,Nice,3,1,0,5,1,4,0,0,4,5,5,0,1,1
2025-08-31,Ligue 1,2025-26,Monaco,Strasbourg,3,2,6,5,2,1,0,1,5,11,3,1,1,1
2025-08-31,Ligue 1,2025-26,Paris FC,Metz,3,2,14,6,1,1,0,1,5,20,2,1,1,1
2025-09-12,Ligue 1,2025-26,Marseille,Lorient,4,0,10,0,3,2,0,1,4,10,5,1,0,1
