fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2025-08-02,Scottish League One,2025-26,Cove Rangers,Queen of Sth,0,2,5,3,5,2,0,0,2,8,7,0,0,0
2025-08-02,Scottish League One,2025-26,Hamilton,Montrose,2,0,2,2,1,0,0,0,2,4,1,0,0,0
2025-08-02,Scottish League One,2025-26,Kelty Hearts,Inverness C,0,3,1,6,1,2,0,0,3,7,3,0,0,1
2025-08-02,Scottish League One,2025-26,Peterhead,East Fife,4,1,8,2,3,3,0,0,5,10,6,0,1,1
2025-08-02,Scottish League One,2025-26,Stenhousemuir,Alloa,1,2,3,6,2,1,0,0,3,9,3,0,1,1
2025-08-09,Scottish League One,2025-26,East Fife,Alloa,0,1,12,2,2,6,0,0,1,14,8,0,0,0
2025-08-09,Scottish League One,2025-26,Inverness C,Peterhead,2,0,6,2,3,1,0,0,2,8,4,0,0,0
2025-08-09,Scottish League One,2025-26,Montrose,Kelty Hearts,1,2,4,2,3,3,0,1,3,6,6,1,1,1
2025-08-09,Scottish League One,2025-26,Queen of Sth,Hamilton,1,4,3,4,1,2,0,0,5,7,3,0,1,1
2025-08-09,Scottish League One,2025-26,Stenhousemuir,Cove Rangers,1,0,4,4,1,4,0,0,1,8,5,0,0,0
2025-08-16,Scottish League One,2025-26,Cove Rangers,Montrose,3,3,6,2,4,1,0,1,6,8,5,1,1,1
2025-08-16,Scottish League One,2025-26,Hamilton,East Fife,1,2,7,7,1,2,0,0,3,14,3,0,1,1
2025-08-16,Scottish League One,2025-26,Inverness C,Stenhousemuir,1,2,9,1,2,3,0,0,3,10,5,0,1,1
2025-08-16,Scottish League One,2025-26,Queen of Sth,Peterhead,4,0,9,9,3,3,0,0,4,18,6,0,0,1
2025-08-23,Scottish League One,2025-26,Stenhousemuir,Queen of Sth,0,0,5,1,4,2,0,0,0,6,6,0,0,0
2025-08-23,Scottish League One,2025-26,Montrose,Inverness C,0,2,3,3,1,0,0,0,2,6,1,0,0,0
2025-08-23,Scottish League One,2025-26,Peterhead,Cove Rangers,3,1,3,5,2,3,0,1,4,8,5,1,1,1
2025-08-23,Scottish League One,2025-26,Alloa,Hamilton,1,0,3,3,0,1,0,0,1,6,1,0,0,0
2025-08-23,Scottish League One,2025-26,East Fife,Kelty Hearts,2,1,8,5,3,1,1,0,3,13,4,1,1,1
2025-08-30,Scottish League One,2025-26,Inverness C,Alloa,1,0,9,5,2,1,0,0,1,14,3,0,0,0
2025-08-30,Scottish League One,2025-26,Montrose,Peterhead,2,1,6,6,4,0,0,0,3,12,4,0,1,1
2025-08-30,Scottish League One,2025-26,Queen of Sth,Kelty Hearts,2,1,3,3,2,2,0,0,3,6,4,0,1,1
2025-08-30,Scottish League One,2025-26,Stenhousemuir,East Fife,1,1,4,4,4,3,0,1,2,8,7,1,1,0
2025-08-30,Scottish League One,2025-26,Hamilton,Cove Rangers,0,0,7,1,0,1,0,0,0,8,1,0,0,0
2025-09-13,Scottish League One,2025-26,Kelty Hearts,Stenhousemuir,0,1,4,10,2,3,0,0,1,14,5,0,0,0
2025-09-13,Scottish League One,2025-26,Cove Rangers,Inverness C,0,1,4,6,4,2,0,0,1,10,6,0,0,0
2025-09-13,Scottish League One,2025-26,Peterhead,Hamilton,2,2,7,8,3,4,0,0,4,15,7,0,1,1
2025-09-13,Scottish League One,2025-26,East Fife,Queen of Sth,2,1,4,1,4,4,0,0,3,5,8,0,1,1
2025-09-13,Scottish League One,2025-26,Alloa,Montrose,0,1,7,6,0,4,0,0,1,13,4,0,0,0
2025-09-20,Scottish League One,2025-26,Alloa,Cove Rangers,2,1,3,4,1,2,0,0,3,7,3,0,1,1
2025-09-20,Scottish League One,2025-26,East Fife,Montrose,1,1,5,2,2,2,0,0,2,7,4,0,1,0
2025-09-20,Scottish League One,2025-26,Kelty Hearts,Hamilton,0,4,0,10,2,1,1,0,4,10,3,1,0,1
