fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2016-11-06,Ligue 1,2016-17,Paris SG,Rennes,4,0,9,2,4,11,0,1
2016-11-06,Ligue 1,2016-17,Caen,Nice,1,0,4,4,1,8,0,0
2016-11-06,Ligue 1,2016-17,Metz,St Etienne,0,0,2,1,0,3,0,0
2016-11-18,Ligue 1,2016-17,Lille,Lyon,0,1,5,5,1,10,0,0
2016-11-18,Ligue 1,2016-17,Lorient,Monaco,0,3,2,4,3,6,0,1
2016-11-19,Ligue 1,2016-17,Bastia,Montpellier,1,1,5,6,2,11,1,0
2016-11-19,Ligue 1,2016-17,Nancy,Dijon,1,0,7,8,1,15,0,0
2016-11-19,Ligue 1,2016-17,Paris SG,Nantes,2,0,4,5,2,9,0,0
2016-11-19,Ligue 1,2016-17,Rennes,Angers,1,1,6,2,2,8,1,0
2016-11-19,Ligue 1,2016-17,Toulouse,Metz,1,2,3,0,3,3,1,1
2016-11-20,Ligue 1,2016-17,St Etienne,Nice,0,1,1,4,1,5,0,0
2016-11-20,Ligue 1,2016-17,Marseille,Caen,1,0,8,2,1,10,0,0
2016-11-20,Ligue 1,2016-17,Guingamp,Bordeaux,1,1,7,2,2,9,1,0
2016-11-25,Ligue 1,2016-17,Rennes,Toulouse,1,0,4,4,1,8,0,0
2016-11-26,Ligue 1,2016-17,Bordeaux,Dijon,3,2,6,4,5,10,1,1
2016-11-26,Ligue 1,2016-17,Caen,Guingamp,1,1,5,2,2,7,1,0
2016-11-26,Ligue 1,2016-17,Metz,Lorient,3,3,6,3,6,9,1,1
2016-11-26,Ligue 1,2016-17,Monaco,Marseille,4,0,3,4,4,7,0,1
2016-11-26,Ligue 1,2016-17,Montpellier,Nancy,0,0,5,0,0,5,0,0
2016-11-26,Ligue 1,2016-17,Nantes,Lille,0,0,4,3,0,7,0,0
2016-11-27,Ligue 1,2016-17,Lyon,Paris SG,1,2,6,8,3,14,1,1
2016-11-27,Ligue 1,2016-17,Nice,Bastia,1,1,5,4,2,9,1,0
2016-11-27,Ligue 1,2016-17,Angers,St Etienne,1,2,6,5,3,11,1,1
2016-11-29,Ligue 1,2016-17,Lille,Caen,4,2,3,2,6,5,1,1
2016-11-29,Ligue 1,2016-17,Lorient,Rennes,2,1,2,3,3,5,1,1
2016-11-29,Ligue 1,2016-17,Dijon,Monaco,1,1,6,4,2,10,1,0
2016-11-30,Ligue 1,2016-17,Bastia,Bordeaux,1,1,6,4,2,10,1,0
2016-11-30,Ligue 1,2016-17,Guingamp,Nice,0,1,9,3,1,12,0,0
2016-11-30,Ligue 1,2016-17,Nancy,Metz,4,0,6,3,4,9,0,1
2016-11-30,Ligue 1,2016-17,Nantes,Lyon,0,6,5,10,6,15,0,1
2016-11-30,Ligue 1,2016-17,Paris SG,Angers,2,0,10,4,2,14,0,0
2016-11-30,Ligue 1,2016-17,St Etienne,Marseille,0,0,2,2,0,4,0,0
2016-11-30,Ligue 1,2016-17,Toulouse,Montpellier,1,0,1,6,1,7,0,0
2016-12-02,Ligue 1,2016-17,Caen,Dijon,3,3,6,1,6,7,1,1
2016-12-03,Ligue 1,2016-17,Montpellier,Paris SG,3,0,3,2,3,5,0,1
2016-12-03,Ligue 1,2016-17,Guingamp,Nantes,2,0,9,1,2,10,0,0
2016-12-03,Ligue 1,2016-17,Monaco,Bastia,5,0,6,5,5,11,0,1
2016-12-03,Ligue 1,2016-17,Angers,Lorient,2,2,6,11,4,17,1,1
2016-12-03,Ligue 1,2016-17,Bordeaux,Lille,0,1,5,5,1,10,0,0
2016-12-04,Ligue 1,2016-17,Marseille,Nancy,3,0,6,1,3,7,0,1
2016-12-04,Ligue 1,2016-17,Nice,Toulouse,3,0,2,2,3,4,0,1
2016-12-04,Ligue 1,2016-17,Rennes,St Etienne,2,0,7,4,2,11,0,0
2016-12-10,Ligue 1,2016-17,Bastia,Metz,2,0,5,5,2,10,0,0
2016-12-10,Ligue 1,2016-17,Bordeaux,Monaco,0,4,9,9,4,18,0,1
2016-12-10,Ligue 1,2016-17,Dijon,Marseille,1,2,7,4,3,11,1,1
2016-12-10,Ligue 1,2016-17,Lille,Montpellier,2,1,1,3,3,4,1,1
2016-12-10,Ligue 1,2016-17,Nancy,Angers,2,0,2,12,2,14,0,0
2016-12-10,Ligue 1,2016-17,Toulouse,Lorient,3,2,3,8,5,11,1,1
2016-12-11,Ligue 1,2016-17,St Etienne,Guingamp,1,0,4,4,1,8,0,0
2016-12-11,Ligue 1,2016-17,Paris SG,Nice,2,2,9,0,4,9,1,1
2016-12-11,Ligue 1,2016-17,Lyon,Rennes,1,0,4,6,1,10,0,0
2016-12-16,Ligue 1,2016-17,Angers,Nantes,0,2,6,1,2,7,0,0
2016-12-17,Ligue 1,2016-17,Guingamp,Paris SG,2,1,4,7,3,11,1,1
2016-12-17,Ligue 1,2016-17,Lorient,St Etienne,2,1,6,3,3,9,1,1
2016-12-17,Ligue 1,2016-17,Montpellier,Bordeaux,4,0,5,1,4,6,0,1
2016-12-17,Ligue 1,2016-17,Rennes,Bastia,1,2,6,6,3,12,1,1
2016-12-17,Ligue 1,2016-17,Toulouse,Nancy,1,1,3,3,2,6,1,0
2016-12-18,Ligue 1,2016-17,Caen,Metz,3,0,4,6,3,10,0,1
2016-12-18,Ligue 1,2016-17,Marseille,Lille,2,0,6,2,2,8,0,0
2016-12-18,Ligue 1,2016-17,Monaco,Lyon,1,3,6,9,4,15,1,1
2016-12-18,Ligue 1,2016-17,Nice,Dijon,2,1,3,3,3,6,1,1
2016-12-21,Ligue 1,2016-17,Paris SG,Lorient,5,0,13,3,5,16,0,1
2016-12-21,Ligue 1,2016-17,Nantes,Montpellier,1,0,2,8,1,10,0,0
2016-12-21,Ligue 1,2016-17,Monaco,Caen,2,1,5,2,3,7,1,1
2016-12-21,Ligue 1,2016-17,Metz,Guingamp,2,2,5,2,4,7,1,1
2016-12-21,Ligue 1,2016-17,Bastia,Marseille,1,2,6,4,3,10,1,1
2016-12-21,Ligue 1,2016-17,Lille,Rennes,1,1,2,1,2,3,1,0
2016-12-21,Ligue 1,2016-17,Dijon,Toulouse,2,0,3,5,2,8,0,0
2016-12-21,Ligue 1,2016-17,Bordeaux,Nice,0,0,8,0,0,8,0,0
2016-12-21,Ligue 1,2016-17,St Etienne,Nancy,0,0,12,2,0,14,0,0
2016-12-21,Ligue 1,2016-17,Lyon,Angers,2,0,7,3,2,10,0,0
2017-01-13,Ligue 1,2016-17,Lille,St Etienne,1,1,6,4,2,10,1,0
2017-01-14,Ligue 1,2016-17,Rennes,Paris SG,0,1,5,2,1,7,0,0
2017-01-14,Ligue 1,2016-17,Toulouse,Nantes,0,1,7,3,1,10,0,0
2017-01-14,Ligue 1,2016-17,Nancy,Bastia,1,0,6,5,1,11,0,0
2017-01-14,Ligue 1,2016-17,Angers,Bordeaux,1,1,2,3,2,5,1,0
2017-01-14,Ligue 1,2016-17,Lorient,Guingamp,3,1,3,6,4,9,1,1
2017-01-14,Ligue 1,2016-17,Montpellier,Dijon,1,1,14,5,2,19,1,0
2017-01-15,Ligue 1,2016-17,Caen,Lyon,3,2,7,5,5,12,1,1
2017-01-15,Ligue 1,2016-17,Marseille,Monaco,1,4,11,6,5,17,1,1
2017-01-15,Ligue 1,2016-17,Nice,Metz,0,0,3,4,0,7,0,0
2017-01-18,Ligue 1,2016-17,Nantes,Caen,1,0,5,4,1,9,0,0
2017-01-20,Ligue 1,2016-17,Bastia,Nice,1,1,0,4,2,4,1,0
2017-01-21,Ligue 1,2016-17,Bordeaux,Toulouse,1,0,6,4,1,10,0,0
2017-01-21,Ligue 1,2016-17,Dijon,Lille,0,0,10,7,0,17,0,0
2017-01-21,Ligue 1,2016-17,Guingamp,Rennes,1,1,4,1,2,5,1,0
2017-01-21,Ligue 1,2016-17,Metz,Montpellier,2,0,4,8,2,12,0,0
2017-01-21,Ligue 1,2016-17,Nantes,Paris SG,0,2,6,5,2,11,0,0
2017-01-22,Ligue 1,2016-17,St Etienne,Angers,2,1,6,3,3,9,1,1
2017-01-22,Ligue 1,2016-17,Lyon,Marseille,3,1,6,8,4,14,1,1
2017-01-22,Ligue 1,2016-17,Monaco,Lorient,4,0,3,6,4,9,0,1
2017-01-27,Ligue 1,2016-17,Marseille,Montpellier,5,1,7,5,6,12,1,1
2017-01-28,Ligue 1,2016-17,Rennes,Nantes,1,1,3,2,2,5,1,0
2017-01-28,Ligue 1,2016-17,Angers,Metz,2,1,10,1,3,11,1,1
2017-01-28,Ligue 1,2016-17,Bastia,Caen,1,1,4,9,2,13,1,0
2017-01-28,Ligue 1,2016-17,Lorient,Dijon,2,3,2,2,5,4,1,1
2017-01-28,Ligue 1,2016-17,Lyon,Lille,1,2,4,1,3,5,1,1
2017-01-28,Ligue 1,2016-17,Nancy,Bordeaux,0,2,6,8,2,14,0,0
2017-01-29,Ligue 1,2016-17,Paris SG,Monaco,1,1,4,13,2,17,1,0
2017-01-29,Ligue 1,2016-17,Toulouse,St Etienne,0,3,3,3,3,6,0,1
2017-01-29,Ligue 1,2016-17,Nice,Guingamp,3,1,3,7,4,10,1,1
2017-02-03,Ligue 1,2016-17,Metz,Marseille,1,0,0,7,1,7,0,0
2017-02-04,Ligue 1,2016-17,Bordeaux,Rennes,1,1,1,7,2,8,1,0
2017-02-04,Ligue 1,2016-17,Dijon,Paris SG,1,3,2,9,4,11,1,1
2017-02-04,Ligue 1,2016-17,Guingamp,Caen,0,1,9,1,1,10,0,0
