fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2019-08-09,Ligue 1,2019-20,Monaco,Lyon,0,3,2,5,3,7,0,1
2019-08-10,Ligue 1,2019-20,Marseille,Reims,0,2,5,3,2,8,0,0
2019-08-10,Ligue 1,2019-20,Angers,Bordeaux,3,1,4,3,4,7,1,1
2019-08-10,Ligue 1,2019-20,Brest,Toulouse,1,1,4,7,2,11,1,0
2019-08-10,Ligue 1,2019-20,Dijon,St Etienne,1,2,12,5,3,17,1,1
2019-08-10,Ligue 1,2019-20,Montpellier,Rennes,0,1,7,1,1,8,0,0
2019-08-10,Ligue 1,2019-20,Nice,Amiens,2,1,7,3,3,10,1,1
2019-08-11,Ligue 1,2019-20,Lille,Nantes,2,1,5,11,3,16,1,1
2019-08-11,Ligue 1,2019-20,Strasbourg,Metz,1,1,3,4,2,7,1,0
2019-08-11,Ligue 1,2019-20,Paris SG,Nimes,3,0,2,6,3,8,0,1
2019-08-16,Ligue 1,2019-20,Lyon,Angers,6,0,2,5,6,7,0,1
2019-08-17,Ligue 1,2019-20,Nimes,Nice,1,2,2,1,3,3,1,1
2019-08-17,Ligue 1,2019-20,Metz,Monaco,3,0,6,4,3,10,0,1
2019-08-17,Ligue 1,2019-20,Toulouse,Dijon,1,0,7,5,1,12,0,0
2019-08-17,Ligue 1,2019-20,Amiens,Lille,1,0,3,10,1,13,0,0
2019-08-17,Ligue 1,2019-20,Nantes,Marseille,0,0,7,3,0,10,0,0
2019-08-17,Ligue 1,2019-20,Bordeaux,Montpellier,1,1,3,5,2,8,1,0
2019-08-18,Ligue 1,2019-20,St Etienne,Brest,1,1,4,2,2,6,1,0
2019-08-18,Ligue 1,2019-20,Reims,Strasbourg,0,0,2,4,0,6,0,0
2019-08-18,Ligue 1,2019-20,Rennes,Paris SG,2,1,4,7,3,11,1,1
2019-08-24,Ligue 1,2019-20,Brest,Reims,1,0,6,5,1,11,0,0
2019-08-24,Ligue 1,2019-20,Dijon,Bordeaux,0,2,3,7,2,10,0,0
2019-08-24,Ligue 1,2019-20,Amiens,Nantes,1,2,2,5,3,7,1,1
2019-08-24,Ligue 1,2019-20,Angers,Metz,3,0,2,1,3,3,0,1
2019-08-25,Ligue 1,2019-20,Monaco,Nimes,2,2,6,7,4,13,1,1
2019-08-25,Ligue 1,2019-20,Strasbourg,Rennes,0,2,6,0,2,6,0,0
2019-08-25,Ligue 1,2019-20,Paris SG,Toulouse,4,0,12,1,4,13,0,1
2019-08-27,Ligue 1,2019-20,Montpellier,Lyon,1,0,8,2,1,10,0,0
2019-08-28,Ligue 1,2019-20,Lille,St Etienne,3,0,3,3,3,6,0,1
2019-08-28,Ligue 1,2019-20,Nice,Marseille,1,2,4,3,3,7,1,1
2019-08-30,Ligue 1,2019-20,Metz,Paris SG,0,2,4,7,2,11,0,0
2019-08-31,Ligue 1,2019-20,Toulouse,Amiens,2,0,4,3,2,7,0,0
2019-08-31,Ligue 1,2019-20,Nimes,Brest,3,0,8,2,3,10,0,1
2019-08-31,Ligue 1,2019-20,Angers,Dijon,2,0,5,3,2,8,0,0
2019-08-31,Ligue 1,2019-20,Lyon,Bordeaux,1,1,4,5,2,9,1,0
2019-08-31,Ligue 1,2019-20,Nantes,Montpellier,1,0,6,2,1,8,0,0
2019-09-01,Ligue 1,2019-20,Reims,Lille,2,0,5,1,2,6,0,0
2019-09-01,Ligue 1,2019-20,Rennes,Nice,1,2,8,6,3,14,1,1
2019-09-01,Ligue 1,2019-20,Strasbourg,Monaco,2,2,6,4,4,10,1,1
2019-09-01,Ligue 1,2019-20,Marseille,St Etienne,1,0,5,6,1,11,0,0
2019-09-13,Ligue 1,2019-20,Lille,Angers,2,1,4,4,3,8,1,1
2019-09-13,Ligue 1,2019-20,Amiens,Lyon,2,2,4,1,4,5,1,1
2019-09-14,Ligue 1,2019-20,Paris SG,Strasbourg,1,0,5,2,1,7,0,0
2019-09-14,Ligue 1,2019-20,Bordeaux,Metz,2,0,4,6,2,10,0,0
