fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2015-08-07,Ligue 1,2015-16,Lille,Paris SG,0,1,3,2,3,2,0,1,1,5,5,1,0,0,6.5,3.6,1.57,6.64,3.78,1.65
2015-08-08,Ligue 1,2015-16,Bastia,Rennes,2,1,6,2,0,1,1,0,3,8,1,1,1,1,2.6,3.1,2.8,2.71,3.09,3.0
2015-08-08,Ligue 1,2015-16,Marseille,Caen,0,1,14,2,1,0,0,0,1,16,1,0,0,0,1.57,4.0,6.0,1.56,4.35,6.59
2015-08-08,Ligue 1,2015-16,Montpellier,Angers,0,2,5,9,3,2,0,0,2,14,5,0,0,0,1.83,3.4,4.75,1.81,3.44,5.53
2015-08-08,Ligue 1,2015-16,Nantes,Guingamp,1,0,6,2,2,2,0,0,1,8,4,0,0,0,2.2,3.1,3.6,2.2,3.11,4.01
2015-08-08,Ligue 1,2015-16,Nice,Monaco,1,2,2,10,2,2,1,0,3,12,4,1,1,1,4.0,3.1,2.05,4.14,3.38,2.05
2015-08-08,Ligue 1,2015-16,Troyes,Ajaccio GFCO,0,0,9,3,0,4,0,0,0,12,4,0,0,0,2.05,3.2,3.75,2.03,3.26,4.43
2015-08-09,Ligue 1,2015-16,Bordeaux,Reims,1,2,4,3,2,2,0,0,3,7,4,0,1,1,1.67,3.75,5.5,1.69,3.85,5.8
2015-08-09,Ligue 1,2015-16,Lyon,Lorient,0,0,7,2,1,2,0,0,0,9,3,0,0,0,1.57,4.0,6.0,1.57,4.16,6.67
2015-08-09,Ligue 1,2015-16,Toulouse,St Etienne,2,1,3,4,0,1,1,0,3,7,1,1,1,1,3.1,3.1,2.4,3.12,3.12,2.6
2015-08-14,Ligue 1,2015-16,Monaco,Lille,0,0,4,6,1,5,0,0,0,10,6,0,0,0,1.62,3.6,6.5,1.63,3.8,7.0
2015-08-15,Ligue 1,2015-16,Troyes,Nice,3,3,11,3,3,3,1,0,6,14,6,1,1,1,2.15,3.25,3.6,2.11,3.32,3.94
2015-08-15,Ligue 1,2015-16,St Etienne,Bordeaux,1,1,1,8,2,1,0,0,2,9,3,0,1,0,1.95,3.4,4.2,2.01,3.3,4.45
2015-08-15,Ligue 1,2015-16,Rennes,Montpellier,1,0,3,4,3,1,0,0,1,7,4,0,0,0,2.25,3.1,3.5,2.27,3.17,3.73
2015-08-15,Ligue 1,2015-16,Angers,Nantes,0,0,4,2,3,4,0,0,0,6,7,0,0,0,2.5,3.1,3.1,2.55,3.03,3.3
2015-08-15,Ligue 1,2015-16,Caen,Toulouse,1,0,3,3,1,3,0,1,1,6,4,1,0,0,2.2,3.4,3.25,2.32,3.34,3.39
2015-08-15,Ligue 1,2015-16,Guingamp,Lyon,0,1,9,2,2,2,0,0,1,11,4,0,0,0,3.6,3.25,2.15,3.78,3.33,2.17
