fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2018-08-10,Primeira Liga,2018-19,Benfica,Guimaraes,3,2,5,2,0,4,0,0,5,7,4,0,1,1,1.25,5.75,11.0,1.25,6.32,14.88
2018-08-11,Primeira Liga,2018-19,Porto,Chaves,5,0,7,0,0,2,0,1,5,7,2,1,0,1,1.14,7.0,21.0,1.18,8.03,17.18
2018-08-11,Primeira Liga,2018-19,Setubal,Aves,2,0,9,3,2,3,0,2,2,12,5,2,0,0,2.25,3.1,3.4,2.33,3.22,3.41
2018-08-11,Primeira Liga,2018-19,Tondela,Belenenses,0,1,10,5,2,2,1,0,1,15,4,1,0,0,2.25,3.1,3.4,2.21,3.36,3.53
2018-08-12,Primeira Liga,2018-19,Feirense,Rio Ave,2,0,3,4,1,2,0,0,2,7,3,0,0,0,3.0,3.0,2.5,2.98,3.17,2.61
2018-08-12,Primeira Liga,2018-19,Maritimo,Santa Clara,1,0,7,3,0,3,0,0,1,10,3,0,0,0,1.75,3.4,5.0,1.81,3.64,4.87
2018-08-12,Primeira Liga,2018-19,Moreirense,Sp Lisbon,1,3,6,4,5,5,0,0,4,10,10,0,1,1,7.5,4.2,1.44,8.06,4.44,1.46
2018-08-12,Primeira Liga,2018-19,Sp Braga,Nacional,4,2,4,2,1,3,0,0,6,6,4,0,1,1,1.33,5.0,8.5,1.36,5.41,9.04
2018-08-13,Primeira Liga,2018-19,Portimonense,Boavista,0,2,9,4,1,4,0,0,2,13,5,0,0,0,2.14,3.1,3.6,2.24,3.29,3.54
2018-08-17,Primeira Liga,2018-19,Aves,Tondela,2,2,5,9,3,3,0,0,4,14,6,0,1,1,2.14,3.0,3.8,2.25,3.28,3.61
2018-08-18,Primeira Liga,2018-19,Boavista,Benfica,0,2,2,9,4,1,0,0,2,11,5,0,0,0,7.0,4.0,1.5,8.64,4.0,1.5
2018-08-18,Primeira Liga,2018-19,Chaves,Portimonense,2,0,2,11,3,4,0,0,2,13,7,0,0,0,2.14,3.1,3.6,2.28,3.29,3.44
2018-08-18,Primeira Liga,2018-19,Sp Lisbon,Setubal,2,1,7,3,2,5,0,0,3,10,7,0,1,1,1.25,5.5,12.0,1.25,6.32,13.8
2018-08-19,Primeira Liga,2018-19,Belenenses,Porto,2,3,6,5,2,3,0,0,5,11,5,0,1,1,12.0,4.33,1.33,13.67,5.34,1.29
2018-08-19,Primeira Liga,2018-19,Nacional,Moreirense,1,2,8,2,0,5,0,0,3,10,5,0,1,1,2.37,3.0,3.2,2.35,3.3,3.31
2018-08-19,Primeira Liga,2018-19,Rio Ave,Maritimo,3,1,4,3,1,3,0,0,4,7,4,0,1,1,2.04,3.2,3.75,2.1,3.07,4.34
2018-08-19,Primeira Liga,2018-19,Santa Clara,Sp Braga,3,3,5,4,2,3,0,0,6,9,5,0,1,1,5.5,3.75,1.61,5.64,4.08,1.63
2018-08-20,Primeira Liga,2018-19,Guimaraes,Feirense,0,1,8,5,1,3,0,0,1,13,4,0,0,0,1.64,3.6,5.5,1.61,4.03,6.1
2018-08-24,Primeira Liga,2018-19,Maritimo,Chaves,2,1,5,2,4,4,0,0,3,7,8,0,1,1,2.0,3.3,3.75,2.09,3.45,3.85
2018-08-25,Primeira Liga,2018-19,Benfica,Sp Lisbon,1,1,11,1,4,5,0,0,2,12,9,0,1,0,2.0,3.2,4.0,2.01,3.17,4.57
2018-08-25,Primeira Liga,2018-19,Portimonense,Santa Clara,2,2,6,5,0,3,0,0,4,11,3,0,1,1,2.1,3.2,3.6,2.21,3.44,3.45
2018-08-25,Primeira Liga,2018-19,Porto,Guimaraes,2,3,8,3,3,2,0,0,5,11,5,0,1,1,1.14,7.5,17.0,1.14,8.81,23.95
2018-08-26,Primeira Liga,2018-19,Feirense,Boavista,1,1,4,1,2,5,0,1,2,5,7,1,1,0,2.4,3.0,3.2,2.49,3.18,3.14
2018-08-26,Primeira Liga,2018-19,Setubal,Nacional,1,2,4,2,4,5,1,0,3,6,9,1,1,1,2.0,3.2,4.0,1.97,3.55,4.09
2018-08-26,Primeira Liga,2018-19,Sp Braga,Aves,3,1,9,1,1,4,0,0,4,10,5,0,1,1,1.3,5.25,9.5,1.3,5.74,11.54
2018-08-26,Primeira Liga,2018-19,Tondela,Rio Ave,1,1,3,7,2,2,1,0,2,10,4,1,1,0,2.2,3.0,3.6,2.27,3.35,3.42
2018-08-27,Primeira Liga,2018-19,Moreirense,Belenenses,1,1,8,1,2,2,0,0,2,9,4,0,1,0,2.14,3.1,3.6,2.21,3.32,3.59
2018-08-31,Primeira Liga,2018-19,Chaves,Sp Braga,0,1,9,4,2,5,0,0,1,13,7,0,0,0,5.0,3.75,1.66,4.68,4.06,1.76
2018-08-31,Primeira Liga,2018-19,Guimaraes,Tondela,1,0,2,10,2,1,0,1,1,12,3,1,0,0,1.61,3.6,6.0,1.69,3.84,5.74
2018-09-01,Primeira Liga,2018-19,Belenenses,Setubal,0,0,2,5,0,1,0,0,0,7,1,0,0,0,2.4,3.1,3.1,2.35,3.29,3.3
2018-09-01,Primeira Liga,2018-19,Santa Clara,Boavista,4,2,9,6,4,3,0,0,6,15,7,0,1,1,2.37,3.0,3.1,2.36,3.21,3.36
2018-09-01,Primeira Liga,2018-19,Sp Lisbon,Feirense,1,0,9,0,4,6,0,0,1,9,10,0,0,0,1.3,5.25,9.5,1.29,5.74,12.22
2018-09-02,Primeira Liga,2018-19,Aves,Maritimo,0,1,4,4,2,3,0,0,1,8,5,0,0,0,2.4,3.0,3.2,2.39,3.22,3.31
2018-09-02,Primeira Liga,2018-19,Nacional,Benfica,0,4,2,5,1,3,0,0,4,7,4,0,0,1,8.5,4.75,1.36,8.98,4.97,1.39
2018-09-02,Primeira Liga,2018-19,Porto,Moreirense,3,0,11,4,2,1,0,0,3,15,3,0,0,1,1.14,7.5,21.0,1.14,8.68,23.16
