fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2024-08-09,Eredivisie,2024-25,Groningen,NAC Breda,4,1,8,1,1,3,0,1,5,9,4,1,1,1,1.62,4.0,5.5,1.63,4.03,5.66
2024-08-10,Eredivisie,2024-25,Feyenoord,Willem II,1,1,14,3,1,4,0,0,2,17,5,0,1,0,1.13,8.0,21.0,1.11,10.39,16.88
2024-08-10,Eredivisie,2024-25,Nijmegen,Twente,1,2,7,5,0,0,0,0,3,12,0,0,1,1,3.75,3.6,1.95,3.7,3.74,1.94
2024-08-10,Eredivisie,2024-25,Almere City,AZ Alkmaar,0,1,2,8,1,2,2,1,1,10,3,3,0,0,5.75,4.0,1.6,5.42,4.18,1.58
2024-08-10,Eredivisie,2024-25,PSV Eindhoven,Waalwijk,5,1,7,3,0,0,0,0,6,10,0,0,1,1,1.09,11.0,21.0,1.09,11.96,20.83
2024-08-11,Eredivisie,2024-25,Sparta Rotterdam,Heracles,0,0,3,4,1,1,0,0,0,7,2,0,0,0,1.5,4.5,6.0,1.5,4.44,6.09
2024-08-11,Eredivisie,2024-25,Go Ahead Eagles,For Sittard,0,2,6,3,1,1,0,0,2,9,2,0,0,0,2.0,3.4,3.9,1.99,3.54,3.75
2024-08-11,Eredivisie,2024-25,Utrecht,Zwolle,1,0,2,1,0,3,0,0,1,3,3,0,0,0,1.45,4.5,7.0,1.44,4.79,6.44
2024-08-11,Eredivisie,2024-25,Ajax,Heerenveen,1,0,5,2,0,2,0,0,1,7,2,0,0,0,1.45,4.5,6.5,1.45,4.97,5.94
2024-08-16,Eredivisie,2024-25,For Sittard,Almere City,3,0,9,3,2,3,0,0,3,12,5,0,0,1,1.8,3.6,4.5,1.82,3.71,4.62
2024-08-17,Eredivisie,2024-25,Heerenveen,Utrecht,1,1,6,4,4,2,0,0,2,10,6,0,1,0,2.63,3.5,2.6,2.65,3.56,2.56
2024-08-17,Eredivisie,2024-25,Twente,Sparta Rotterdam,1,1,5,4,1,0,0,0,2,9,1,0,1,0,1.5,4.5,6.0,1.51,4.49,5.83
2024-08-17,Eredivisie,2024-25,AZ Alkmaar,Nijmegen,1,0,4,6,2,2,0,0,1,10,4,0,0,0,1.48,4.5,6.25,1.47,4.65,6.1
