fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2025-08-23,Super League Greece,2025-26,Aris,Volos NFC,2,0,5,4,2,4,0,0,2,9,6,0,0,0
2025-08-23,Super League Greece,2025-26,Olympiakos,Asteras Tripolis,2,0,12,3,0,3,0,0,2,15,3,0,0,0
2025-08-23,Super League Greece,2025-26,Panetolikos,Atromitos,0,2,1,4,1,2,0,0,2,5,3,0,0,0
2025-08-24,Super League Greece,2025-26,AEK,Panserraikos,2,0,9,1,1,1,0,0,2,10,2,0,0,0
2025-08-24,Super League Greece,2025-26,PAOK,Larisa,1,0,9,2,1,2,0,0,1,11,3,0,0,0
2025-08-25,Super League Greece,2025-26,Levadeiakos,Kifisia,3,2,7,3,2,3,1,0,5,10,5,1,1,1
2025-08-30,Super League Greece,2025-26,Volos NFC,Olympiakos,0,2,4,8,2,0,0,0,2,12,2,0,0,0
2025-08-30,Super League Greece,2025-26,Panserraikos,OFI Crete,0,1,3,6,2,2,0,0,1,9,4,0,0,0
2025-08-30,Super League Greece,2025-26,Aris,Panetolikos,0,2,7,2,0,6,0,0,2,9,6,0,0,0
2025-08-30,Super League Greece,2025-26,Larisa,Kifisia,1,1,2,5,4,5,0,0,2,7,9,0,1,0
2025-08-31,Super League Greece,2025-26,Panathinaikos,Levadeiakos,1,1,7,3,1,1,0,0,2,10,2,0,1,0
2025-08-31,Super League Greece,2025-26,AEK,Asteras Tripolis,1,0,5,3,3,2,0,0,1,8,5,0,0,0
2025-08-31,Super League Greece,2025-26,PAOK,Atromitos,1,0,6,1,1,6,0,1,1,7,7,1,0,0
2025-09-13,Super League Greece,2025-26,Olympiakos,Panserraikos,5,0,11,0,0,3,0,1,5,11,3,1,0,1
2025-09-13,Super League Greece,2025-26,Atromitos,Aris,1,2,4,7,1,2,0,0,3,11,3,0,1,1
2025-09-13,Super League Greece,2025-26,Panetolikos,Volos NFC,1,2,7,3,5,6,0,0,3,10,11,0,1,1
2025-09-14,Super League Greece,2025-26,OFI Crete,PAOK,1,2,5,2,2,1,0,0,3,7,3,0,1,1
2025-09-14,Super League Greece,2025-26,Asteras Tripolis,Larisa,2,2,4,2,4,4,0,0,4,6,8,0,1,1
2025-09-14,Super League Greece,2025-26,Kifisia,Panathinaikos,3,2,3,6,5,4,0,0,5,9,9,0,1,1
2025-09-14,Super League Greece,2025-26,Levadeiakos,AEK,0,1,2,8,2,2,0,0,1,10,4,0,0,0
2025-09-20,Super League Greece,2025-26,PAOK,Panetolikos,0,0,12,1,1,5,0,1,0,13,6,1,0,0
2025-09-20,Super League Greece,2025-26,Volos NFC,Asteras Tripolis,2,1,7,3,3,4,0,0,3,10,7,0,1,1
2025-09-20,Super League Greece,2025-26,Kifisia,Aris,0,1,2,4,1,3,1,0,1,6,4,1,0,0
2025-09-20,Super League Greece,2025-26,Panserraikos,Atromitos,1,1,3,7,5,3,0,0,2,10,8,0,1,0
2025-09-21,Super League Greece,2025-26,Larisa,AEK,1,1,4,6,4,0,0,0,2,10,4,0,1,0
2025-09-21,Super League Greece,2025-26,Levadeiakos,OFI Crete,4,0,7,3,1,3,0,2,4,10,4,2,0,1
2025-09-21,Super League Greece,2025-26,Panathinaikos,Olympiakos,1,1,1,4,4,4,0,0,2,5,8,0,1,0
2025-09-27,Super League Greece,2025-26,Olympiakos,Levadeiakos,3,2,10,3,2,5,0,0,5,13,7,0,1,1
2025-09-27,Super League Greece,2025-26,Aris,Panserraikos,1,1,10,1,2,4,0,0,2,11,6,0,1,0
2025-09-28,Super League Greece,2025-26,Panetolikos,Panathinaikos,1,2,2,5,2,3,0,0,3,7,5,0,1,1
2025-09-28,Super League Greece,2025-26,AEK,Volos NFC,1,0,2,1,3,2,0,0,1,3,5,0,0,0
2025-09-28,Super League Greece,2025-26,OFI Crete,Kifisia,1,3,3,6,2,6,1,0,4,9,8,1,1,1
2025-09-28,Super League Greece,2025-26,Asteras Tripolis,PAOK,3,3,4,4,7,4,1,0,6,8,11,1,1,1
2025-09-29,Super League Greece,2025-26,Atromitos,Larisa,1,1,2,3,1,6,0,1,2,5,7,1,1,0
2025-10-04,Super League Greece,2025-26,OFI Crete,Aris,3,0,2,5,4,0,0,0,3,7,4,0,0,1
2025-10-04,Super League Greece,2025-26,Panserraikos,Asteras Tripolis,2,1,2,4,5,4,0,0,3,6,9,0,1,1
2025-10-04,Super League Greece,2025-26,Larisa,Volos NFC,2,5,10,2,4,3,0,0,7,12,7,0,1,1
2025-10-05,Super League Greece,2025-26,Kifisia,AEK,2,3,6,3,3,6,0,1,5,9,9,1,1,1
2025-10-05,Super League Greece,2025-26,Levadeiakos,Panetolikos,6,0,6,2,0,3,0,2,6,8,3,2,0,1
2025-10-05,Super League Greece,2025-26,PAOK,Olympiakos,2,1,1,3,4,3,0,0,3,4,7,0,1,1
2025-10-05,Super League Greece,2025-26,Panathinaikos,Atromitos,1,0,6,2,0,2,0,0,1,8,2,0,0,0
2025-10-18,Super League Greece,2025-26,Larisa,Olympiakos,0,2,1,6,3,1,0,0,2,7,4,0,0,0
2025-10-18,Super League Greece,2025-26,Atromitos,Levadeiakos,2,2,1,5,6,0,0,0,4,6,6,0,1,1
2025-10-18,Super League Greece,2025-26,Panetolikos,OFI Crete,4,2,4,7,4,4,1,1,6,11,8,2,1,1
2025-10-19,Super League Greece,2025-26,AEK,PAOK,0,2,5,3,2,1,1,0,2,8,3,1,0,0
2025-10-19,Super League Greece,2025-26,Aris,Panathinaikos,1,1,2,2,1,2,0,0,2,4,3,0,1,0
2025-10-19,Super League Greece,2025-26,Volos NFC,Panserraikos,2,1,11,2,0,3,0,0,3,13,3,0,1,1
2025-10-19,Super League Greece,2025-26,Asteras Tripolis,Kifisia,2,2,3,5,6,5,0,0,4,8,11,0,1,1
2025-10-25,Super League Greece,2025-26,Kifisia,Panetolikos,1,1,4,4,6,1,1,0,2,8,7,1,1,0
2025-10-25,Super League Greece,2025-26,Panserraikos,Larisa,0,2,1,6,2,3,1,0,2,7,5,1,0,0
2025-10-25,Super League Greece,2025-26,OFI Crete,Atromitos,1,3,4,8,2,2,0,0,4,12,4,0,1,1
