fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2025-08-01,League One,2025-26,Luton,AFC Wimbledon,1,0,5,2,1,1,0,0,1,7,2,0,0,0,1.5,4.33,5.5,1.49,4.49,6.65
2025-08-02,League One,2025-26,Wigan,Northampton,3,1,9,3,0,2,0,0,4,12,2,0,1,1,2.1,3.1,3.6,2.08,3.24,3.74
2025-08-02,League One,2025-26,Rotherham,Port Vale,2,1,6,3,1,1,1,1,3,9,2,2,1,1,2.2,3.6,2.9,2.2,3.69,3.03
2025-08-02,League One,2025-26,Lincoln,Reading,2,0,3,9,1,0,0,0,2,12,1,0,0,0,1.9,3.5,3.8,1.88,3.64,3.97
2025-08-02,League One,2025-26,Huddersfield,Leyton Orient,3,0,6,3,3,0,0,0,3,9,3,0,0,1,1.95,3.8,3.4,1.99,3.82,3.4
2025-08-02,League One,2025-26,Plymouth,Barnsley,1,3,9,5,2,3,0,1,4,14,5,1,1,1,2.2,3.7,2.88,2.31,3.73,2.82
2025-08-02,League One,2025-26,Burton,Mansfield,2,1,1,7,2,2,0,0,3,8,4,0,1,1,2.45,3.4,2.7,2.54,3.43,2.71
2025-08-02,League One,2025-26,Bradford,Wycombe,2,1,2,6,3,4,0,0,3,8,7,0,1,1,2.45,3.25,2.8,2.5,3.33,2.82
2025-08-02,League One,2025-26,Blackpool,Stevenage,2,3,2,2,1,4,0,0,5,4,5,0,1,1,1.9,3.5,3.75,1.87,3.63,4.02
2025-08-02,League One,2025-26,Cardiff,Peterboro,2,1,4,2,3,1,0,0,3,6,4,0,1,1,1.55,4.2,5.25,1.57,4.32,5.5
2025-08-02,League One,2025-26,Doncaster,Exeter,1,0,7,1,0,0,0,0,1,8,0,0,0,0,1.85,3.5,4.1,1.83,3.57,4.29
2025-08-03,League One,2025-26,Stockport,Bolton,2,0,9,7,2,1,0,0,2,16,3,0,0,0,1.91,3.5,3.8,1.96,3.53,3.79
2025-08-07,League One,2025-26,Port Vale,Cardiff,0,0,5,4,3,1,0,0,0,9,4,0,0,0,2.6,3.4,2.6,2.84,3.5,2.5
2025-08-09,League One,2025-26,Mansfield,Doncaster,1,2,2,5,2,1,0,0,3,7,3,0,1,1,2.45,3.4,2.75,2.52,3.24,2.87
2025-08-09,League One,2025-26,Wycombe,Stockport,1,2,8,4,3,1,0,0,3,12,4,0,1,1,2.5,3.25,2.8,2.54,3.25,2.83
2025-08-09,League One,2025-26,Stevenage,Rotherham,1,0,5,5,3,2,0,0,1,10,5,0,0,0,1.8,3.5,4.5,1.78,3.59,4.61
