fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2022-08-05,Super Lig,2022-23,Istanbulspor,Trabzonspor,0,2,1,10,2,2,0,0,2,11,4,0,0,0,4.7,3.75,1.61,4.89,3.84,1.77
2022-08-06,Super Lig,2022-23,Sivasspor,Gaziantep,1,1,2,6,2,3,0,0,2,8,5,0,1,0,1.95,3.5,3.3,2.01,3.71,3.81
2022-08-06,Super Lig,2022-23,Besiktas,Kayserispor,1,0,9,4,5,2,1,1,1,13,7,2,0,0,1.5,4.33,5.25,1.52,4.6,6.44
2022-08-07,Super Lig,2022-23,Giresunspor,Ad. Demirspor,2,3,6,1,3,2,0,0,5,7,5,0,1,1,2.87,3.4,2.2,3.07,3.69,2.32
2022-08-07,Super Lig,2022-23,Karagumruk,Alanyaspor,2,4,10,3,2,3,0,0,6,13,5,0,1,1,2.55,3.5,2.4,2.72,3.66,2.59
2022-08-07,Super Lig,2022-23,Antalyaspor,Galatasaray,0,1,1,6,2,4,0,0,1,7,6,0,0,0,2.37,3.6,2.6,2.55,3.54,2.83
2022-08-08,Super Lig,2022-23,Buyuksehyr,Kasimpasa,4,0,6,5,2,3,0,0,4,11,5,0,0,1,1.75,3.6,4.2,1.83,3.74,4.49
2022-08-08,Super Lig,2022-23,Ankaragucu,Konyaspor,0,0,6,3,1,0,0,0,0,9,1,0,0,0,2.9,3.4,2.15,3.33,3.54,2.22
2022-08-08,Super Lig,2022-23,Fenerbahce,Umraniyespor,3,3,5,5,7,2,0,0,6,10,9,0,1,1,1.33,5.0,7.5,1.32,5.59,9.84
2022-08-12,Super Lig,2022-23,Trabzonspor,Hatayspor,1,0,11,2,2,3,0,0,1,13,5,0,0,0,1.5,4.5,6.5,1.5,4.61,6.71
2022-08-13,Super Lig,2022-23,Kayserispor,Istanbulspor,1,0,4,5,3,2,0,0,1,9,5,0,0,0,1.85,3.8,4.0,1.86,3.97,4.15
2022-08-13,Super Lig,2022-23,Ad. Demirspor,Sivasspor,3,0,7,1,2,0,0,0,3,8,2,0,0,1,1.9,3.6,4.0,1.96,3.81,3.88
2022-08-13,Super Lig,2022-23,Galatasaray,Giresunspor,0,1,10,3,3,2,0,0,1,13,5,0,0,0,1.44,4.33,8.0,1.44,4.85,7.58
2022-08-14,Super Lig,2022-23,Gaziantep,Ankaragucu,1,0,9,4,2,3,0,0,1,13,5,0,0,0,1.95,3.6,3.6,2.05,3.43,4.0
2022-08-14,Super Lig,2022-23,Umraniyespor,Antalyaspor,0,1,4,5,1,2,0,0,1,9,3,0,0,0,3.1,3.3,2.25,3.05,3.62,2.36
2022-08-14,Super Lig,2022-23,Alanyaspor,Besiktas,3,3,12,1,3,4,0,1,6,13,7,1,1,1,2.75,3.6,2.45,2.89,3.56,2.49
2022-08-15,Super Lig,2022-23,Konyaspor,Buyuksehyr,0,0,0,5,1,3,0,0,0,5,4,0,0,0,2.75,3.4,2.5,2.84,3.53,2.52
2022-08-15,Super Lig,2022-23,Kasimpasa,Fenerbahce,0,6,2,8,3,1,1,0,6,10,4,1,0,1,3.2,3.8,2.1,3.21,3.85,2.16
2022-08-19,Super Lig,2022-23,Umraniyespor,Galatasaray,0,1,3,5,6,2,0,0,1,8,8,0,0,0,4.2,3.75,1.8,4.4,3.9,1.83
2022-08-20,Super Lig,2022-23,Antalyaspor,Trabzonspor,5,2,3,5,1,2,0,0,7,8,3,0,1,1,2.5,3.2,2.87,2.58,3.31,2.96
2022-08-20,Super Lig,2022-23,Hatayspor,Gaziantep,1,2,4,3,2,3,0,0,3,7,5,0,1,1,2.1,3.5,3.25,2.21,3.75,3.22
2022-08-20,Super Lig,2022-23,Giresunspor,Kasimpasa,1,0,8,6,3,2,0,0,1,14,5,0,0,0,2.25,3.5,3.0,2.35,3.64,3.06
2022-08-21,Super Lig,2022-23,Buyuksehyr,Kayserispor,2,0,4,3,5,0,0,0,2,7,5,0,0,0,1.55,3.8,6.5,1.57,4.18,6.36
