fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5
2015-08-21,La Liga,2015-16,Malaga,Sevilla,0,0,7,2,3,3,0,1,0,9,6,1,0,0
2015-08-22,La Liga,2015-16,Ath Madrid,Las Palmas,1,0,4,4,2,0,0,0,1,8,2,0,0,0
2015-08-22,La Liga,2015-16,Espanol,Getafe,1,0,5,6,2,3,0,1,1,11,5,1,0,0
2015-08-22,La Liga,2015-16,La Coruna,Sociedad,0,0,5,4,3,2,0,0,0,9,5,0,0,0
2015-08-22,La Liga,2015-16,Vallecano,Valencia,0,0,3,3,3,1,0,0,0,6,4,0,0,0
2015-08-23,La Liga,2015-16,Ath Bilbao,Barcelona,0,1,2,4,3,3,0,0,1,6,6,0,0,0
2015-08-23,La Liga,2015-16,Betis,Villarreal,1,1,7,5,3,1,0,1,2,12,4,1,1,0
2015-08-23,La Liga,2015-16,Levante,Celta,1,2,4,6,1,3,1,0,3,10,4,1,1,1
2015-08-23,La Liga,2015-16,Sp Gijon,Real Madrid,0,0,2,5,4,0,0,0,0,7,4,0,0,0
2015-08-24,La Liga,2015-16,Granada,Eibar,1,3,6,5,1,6,1,0,4,11,7,1,1,1
2015-08-28,La Liga,2015-16,Villarreal,Espanol,3,1,2,3,1,6,0,0,4,5,7,0,1,1
2015-08-29,La Liga,2015-16,Sociedad,Sp Gijon,0,0,6,4,4,5,0,0,0,10,9,0,0,0
2015-08-29,La Liga,2015-16,Real Madrid,Betis,5,0,11,4,3,3,0,0,5,15,6,0,0,1
2015-08-29,La Liga,2015-16,Barcelona,Malaga,1,0,15,2,0,3,0,0,1,17,3,0,0,0
2015-08-29,La Liga,2015-16,Celta,Vallecano,3,0,5,4,2,2,0,1,3,9,4,1,0,1
2015-08-30,La Liga,2015-16,Eibar,Ath Bilbao,2,0,11,4,2,2,0,0,2,15,4,0,0,0
2015-08-30,La Liga,2015-16,Getafe,Granada,1,2,6,6,5,3,0,0,3,12,8,0,1,1
2015-08-30,La Liga,2015-16,Las Palmas,Levante,0,0,3,0,2,4,0,0,0,3,6,0,0,0
2015-08-30,La Liga,2015-16,Sevilla,Ath Madrid,0,3,11,1,3,4,0,0,3,12,7,0,0,1
2015-08-30,La Liga,2015-16,Valencia,La Coruna,1,1,5,7,2,1,1,0,2,12,3,1,1,0
2015-09-11,La Liga,2015-16,Levante,Sevilla,1,1,5,4,3,3,0,0,2,9,6,0,1,0
2015-09-12,La Liga,2015-16,Sp Gijon,Valencia,0,1,5,6,3,3,0,0,1,11,6,0,0,0
2015-09-12,La Liga,2015-16,Espanol,Real Madrid,0,6,5,6,2,2,0,0,6,11,4,0,0,1
2015-09-12,La Liga,2015-16,Betis,Sociedad,1,0,2,4,4,3,1,0,1,6,7,1,0,0
2015-09-12,La Liga,2015-16,Ath Madrid,Barcelona,1,2,1,10,3,1,0,0,3,11,4,0,1,1
2015-09-13,La Liga,2015-16,Ath Bilbao,Getafe,3,1,12,5,1,4,0,0,4,17,5,0,1,1
2015-09-13,La Liga,2015-16,Celta,Las Palmas,3,3,7,2,0,3,0,1,6,9,3,1,1,1
2015-09-13,La Liga,2015-16,Granada,Villarreal,1,3,8,6,2,4,0,0,4,14,6,0,1,1
2015-09-13,La Liga,2015-16,Malaga,Eibar,0,0,7,3,2,4,0,0,0,10,6,0,0,0
2015-09-14,La Liga,2015-16,Vallecano,La Coruna,1,3,5,4,2,2,1,0,4,9,4,1,1,1
2015-09-18,La Liga,2015-16,Getafe,Malaga,1,0,4,7,5,2,0,0,1,11,7,0,0,0
2015-09-19,La Liga,2015-16,Sociedad,Espanol,2,3,7,6,2,3,1,0,5,13,5,1,1,1
2015-09-19,La Liga,2015-16,Valencia,Betis,0,0,7,1,4,2,0,1,0,8,6,1,0,0
2015-09-19,La Liga,2015-16,Eibar,Ath Madrid,0,2,1,4,2,1,0,0,2,5,3,0,0,0
2015-09-19,La Liga,2015-16,Real Madrid,Granada,1,0,10,1,1,3,0,0,1,11,4,0,0,0
2015-09-20,La Liga,2015-16,Barcelona,Levante,4,1,4,4,0,1,0,0,5,8,1,0,1,1
2015-09-20,La Liga,2015-16,La Coruna,Sp Gijon,2,3,8,3,3,3,0,0,5,11,6,0,1,1
2015-09-20,La Liga,2015-16,Las Palmas,Vallecano,0,1,3,5,3,5,0,0,1,8,8,0,0,0
2015-09-20,La Liga,2015-16,Sevilla,Celta,1,2,5,5,3,5,0,1,3,10,8,1,1,1
2015-09-20,La Liga,2015-16,Villarreal,Ath Bilbao,3,1,9,4,4,4,0,0,4,13,8,0,1,1
2015-09-22,La Liga,2015-16,Ath Madrid,Getafe,2,0,6,1,3,2,0,0,2,7,5,0,0,0
2015-09-22,La Liga,2015-16,Espanol,Valencia,1,0,7,6,5,7,0,0,1,13,12,0,0,0
2015-09-22,La Liga,2015-16,Granada,Sociedad,0,3,4,3,5,4,0,0,3,7,9,0,0,1
2015-09-23,La Liga,2015-16,Vallecano,Sp Gijon,2,1,4,4,2,1,0,1,3,8,3,1,1,1
2015-09-23,La Liga,2015-16,Malaga,Villarreal,0,1,8,5,2,3,0,0,1,13,5,0,0,0
2015-09-23,La Liga,2015-16,Levante,Eibar,2,2,4,7,2,5,0,0,4,11,7,0,1,1
2015-09-23,La Liga,2015-16,Las Palmas,Sevilla,2,0,5,5,3,4,0,0,2,10,7,0,0,0
2015-09-23,La Liga,2015-16,Celta,Barcelona,4,1,5,10,2,2,0,0,5,15,4,0,1,1
2015-09-23,La Liga,2015-16,Ath Bilbao,Real Madrid,1,2,6,8,4,3,0,0,3,14,7,0,1,1
2015-09-24,La Liga,2015-16,Betis,La Coruna,1,2,3,4,3,5,0,0,3,7,8,0,1,1
2015-09-25,La Liga,2015-16,Valencia,Granada,1,0,11,3,3,3,0,0,1,14,6,0,0,0
2015-09-26,La Liga,2015-16,Barcelona,Las Palmas,2,1,3,4,2,4,0,0,3,7,6,0,1,1
2015-09-26,La Liga,2015-16,Eibar,Celta,1,1,4,4,5,4,0,0,2,8,9,0,1,0
